Month,Com-ID,Display ID,Owner,Local authority area,Postcode,Domain,Number of sessions,Power drawn (kWh),Number of faults,Uptime,Display category
Jul-24,61598,61598,"ChargePlace Scotland, Aberdeenshire Council",Aberdeen City,,ChargePlace Scotland,38,1090.89,0,100.00%,Public
Jul-24,61601,61601,"ChargePlace Scotland, Clackmannanshire Council",Clackmannanshire,,ChargePlace Scotland,46,755.54,2,98.40%,Public
Jul-24,61605,61605,"ChargePlace Scotland, Kingdom Housing Association",Perth and Kinross,PH1 2TF,ChargePlace Scotland,1,61.17,0,100.00%,Public
Jul-24,61611,61611,"ChargePlace Scotland, Dundee City Council",Dundee City,DD3 8PL,ChargePlace Scotland,347,9518.44,1,95.70%,Public
Jul-24,61612,61612,"ChargePlace Scotland, Dundee City Council",Dundee City,DD3 8PL,ChargePlace Scotland,228,5199.81,1,92.60%,Public
Jul-24,61613,61613,"ChargePlace Scotland, Dundee City Council",Dundee City,DD3 8PL,ChargePlace Scotland,157,3895.7,0,90.80%,Public
Jul-24,61614,61614,"ChargePlace Scotland, Dundee City Council",Dundee City,DD3 8PL,ChargePlace Scotland,111,2722.16,1,95.20%,Public
Jul-24,61615,61615,"ChargePlace Scotland, Dundee City Council",Dundee City,DD3 8PL,ChargePlace Scotland,377,10094.4,1,81.90%,Public
Jul-24,61616,61616,"ChargePlace Scotland, Dundee City Council",Dundee City,DD3 8PL,ChargePlace Scotland,249,6357.87,2,86.30%,Public
Jul-24,61619,61619,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G21 2BS,ChargePlace Scotland,35,284.03,0,100.00%,Public
Jul-24,61620,61620,"ChargePlace Scotland, Wheatley Group",Glasgow City,,ChargePlace Scotland,5,137.42,0,100.00%,Public
Jul-24,61621,61621,"ChargePlace Scotland, Argyll & Bute Council",Argyll and Bute,PA34 5PG,ChargePlace Scotland,220,6343.74,0,88.20%,Public
Jul-24,61622,61622,"ChargePlace Scotland, Argyll & Bute Council",Argyll and Bute,PA34 5PG,ChargePlace Scotland,96,2659.55,4,92.30%,Public
Jul-24,61624,61624,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA1 1DN,ChargePlace Scotland,34,520.34,0,100.00%,Public
Jul-24,61625,61625,"ChargePlace Scotland, Renfrewshire Council",Perth and Kinross,PA1 1DN,ChargePlace Scotland,55,1448.55,0,87.80%,Public
Jul-24,61626,61626,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA1 1DN,ChargePlace Scotland,25,754.48,0,70.00%,Public
Jul-24,61631,61631,"ChargePlace Scotland, Inverclyde Council",Renfrewshire,PA14 6DA,ChargePlace Scotland,29,890.5,0,100.00%,Public
Jul-24,61632,61632,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA16 0JE,ChargePlace Scotland,9,178.89,0,100.00%,Public
Jul-24,61633,61633,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA15 4JU,ChargePlace Scotland,4,87.99,1,94.80%,Public
Jul-24,61634,61634,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA15 4JU,ChargePlace Scotland,12,238.64,0,100.00%,Public
Jul-24,61652,61652,Scottish Fire and Rescue Service,Glasgow City,G13 1XT,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,61653,61653,"ChargePlace Scotland, West Dunbartonshire Council",West Dunbartonshire,G81 3QT,ChargePlace Scotland,15,343.2,2,100.00%,Public
Jul-24,61654,61654,"ChargePlace Scotland, West Dunbartonshire Council",West Dunbartonshire,G81 3QT,ChargePlace Scotland,23,637.29,0,100.00%,Public
Jul-24,61655,61655,"ChargePlace Scotland, West Dunbartonshire Council",West Dunbartonshire,G82 1SU,ChargePlace Scotland,64,1492.03,0,100.00%,Public
Jul-24,61656,61656,"ChargePlace Scotland, West Dunbartonshire Council",West Dunbartonshire,G82 1SU,ChargePlace Scotland,37,635.61,3,100.00%,Public
Jul-24,61661,61661,"Scottish Association for Marine Science, ChargePlace Scotland",Argyll and Bute,PA37 1QA,ChargePlace Scotland,7,81.76,0,100.00%,Public
Jul-24,61662,61662,"Scottish Association for Marine Science, ChargePlace Scotland",Argyll and Bute,PA37 1QA,ChargePlace Scotland,9,207.94,0,100.00%,Public
Jul-24,61663,61663,"Scottish Association for Marine Science, ChargePlace Scotland",Argyll and Bute,PA37 1QA,ChargePlace Scotland,7,130.91,0,100.00%,Public
Jul-24,61664,61664,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G43 1AT,ChargePlace Scotland,12,250.88,0,100.00%,Public
Jul-24,61665,61665,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G43 1AT,ChargePlace Scotland,23,303.65,0,100.00%,Public
Jul-24,61666,61666,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G43 1AT,ChargePlace Scotland,26,346.92,0,100.00%,Public
Jul-24,61671,61671,"ChargePlace Scotland, NHS Forth Valley",Falkirk,FK5 4WR,ChargePlace Scotland,31,529.83,0,100.00%,Public
Jul-24,61672,61672,"ChargePlace Scotland, NHS Forth Valley",Falkirk,FK5 4WR,ChargePlace Scotland,22,515.48,1,100.00%,Public
Jul-24,61673,61673,"ChargePlace Scotland, NHS Forth Valley",Falkirk,FK5 4WR,ChargePlace Scotland,23,623.21,0,100.00%,Public
Jul-24,61674,61674,"University of Stirling, ChargePlace Scotland",Stirling,,ChargePlace Scotland,30,410.06,0,98.90%,Public
Jul-24,61677,61677,"ChargePlace Scotland, University of Stirling",Stirling,,ChargePlace Scotland,38,563.26,1,100.00%,Public
Jul-24,61678,61678,"University of Stirling, ChargePlace Scotland",Stirling,,ChargePlace Scotland,56,884.09,0,100.00%,Public
Jul-24,61685,61685,"ChargePlace Scotland, Glasgow City Council",Glasgow City,,ChargePlace Scotland,12,212.96,0,100.00%,Public
Jul-24,61686,61686,"ChargePlace Scotland, Glasgow City Council",Glasgow City,,ChargePlace Scotland,2,22.24,0,100.00%,Public
Jul-24,61687,61687,"ChargePlace Scotland, Glasgow City Council",Glasgow City,,ChargePlace Scotland,11,257.21,0,100.00%,Public
Jul-24,61688,61688,"ChargePlace Scotland, Clackmannanshire Council",Clackmannanshire,FK10 2SD,ChargePlace Scotland,4,111.72,0,100.00%,Public
Jul-24,61691,61691,"Clackmannanshire Council, ChargePlace Scotland",Clackmannanshire,,ChargePlace Scotland,11,294.64,0,100.00%,Public
Jul-24,61692,61692,"ChargePlace Scotland, Falkirk Council",Falkirk,,ChargePlace Scotland,78,1678.1,1,96.40%,Public
Jul-24,61693,61693,"ChargePlace Scotland, Falkirk Council",Falkirk,,ChargePlace Scotland,99,2499.41,1,97.10%,Public
Jul-24,61694,61694,"ChargePlace Scotland, Falkirk Council",Falkirk,,ChargePlace Scotland,13,157.1,0,100.00%,Public
Jul-24,61695,61695,"ChargePlace Scotland, Falkirk Council",Falkirk,,ChargePlace Scotland,16,231.72,0,100.00%,Public
Jul-24,61696,61696,"ChargePlace Scotland, NHS Forth Valley",Falkirk,FK5 4WR,ChargePlace Scotland,48,970.32,0,66.40%,Public
Jul-24,61697,61697,"ChargePlace Scotland, NHS Forth Valley",Falkirk,FK5 4WR,ChargePlace Scotland,61,1442.46,0,100.00%,Public
Jul-24,61698,61698,"ChargePlace Scotland, NHS Forth Valley",Falkirk,FK5 4WR,ChargePlace Scotland,42,844.11,1,100.00%,Public
Jul-24,61699,61699,"ChargePlace Scotland, NHS Forth Valley",Falkirk,FK5 4WR,ChargePlace Scotland,14,404.92,0,100.00%,Public
Jul-24,61700,61700,"ChargePlace Scotland, NHS Forth Valley",Falkirk,FK5 4WR,ChargePlace Scotland,38,900.64,0,100.00%,Public
Jul-24,61707,61707,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G20 7JP,ChargePlace Scotland,26,364.02,0,100.00%,Public
Jul-24,61708,61708,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G20 7JP,ChargePlace Scotland,27,281.44,0,100.00%,Public
Jul-24,61711,61711,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML2 9DH,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,61712,61712,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML2 9DH,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,61713,61713,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML2 9DH,ChargePlace Scotland,4,62.13,0,100.00%,Public
Jul-24,61714,61714,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML2 9DH,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,61715,61715,"ChargePlace Scotland, Argyll & Bute Council",Argyll and Bute,PA29 6UF,ChargePlace Scotland,86,2281.85,1,97.40%,Public
Jul-24,61719,61719,"ChargePlace Scotland, Argyll & Bute Council",Argyll and Bute,PA23 8AB,ChargePlace Scotland,93,2847.59,0,95.30%,Public
Jul-24,61720,61720,"ChargePlace Scotland, Argyll & Bute Council",Argyll and Bute,PA23 8AB,ChargePlace Scotland,81,2366.77,1,95.60%,Public
Jul-24,61721,61721,"Perth & Kinross Council, ChargePlace Scotland",Perth and Kinross,PH8 0AR,ChargePlace Scotland,119,2706.47,1,89.20%,Public
Jul-24,61722,61722,"Perth & Kinross Council, ChargePlace Scotland",Perth and Kinross,PH8 0AR,ChargePlace Scotland,158,3347.94,2,94.50%,Public
Jul-24,61726,61726,"ChargePlace Scotland, Aberdeen City Council",Aberdeen City,AB23 8GX,ChargePlace Scotland,10,164.73,0,93.30%,Public
Jul-24,61727,61727,"ChargePlace Scotland, Aberdeen City Council",Aberdeen City,AB10 1TF,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,61731,61731,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G74 4EY,ChargePlace Scotland,119,2761.58,3,91.70%,Public
Jul-24,61732,61732,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G74 4EY,ChargePlace Scotland,5,146.25,0,100.00%,Public
Jul-24,61733,61733,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G74 4EY,ChargePlace Scotland,45,1000.67,0,100.00%,Public
Jul-24,61734,61734,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G74 4EY,ChargePlace Scotland,23,476.26,0,99.80%,Public
Jul-24,61735,61735,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G74 4EY,ChargePlace Scotland,22,700.52,0,100.00%,Public
Jul-24,61736,61736,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G74 4EY,ChargePlace Scotland,8,248.59,1,99.80%,Public
Jul-24,61737,61737,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G74 4EY,ChargePlace Scotland,7,239.75,1,100.00%,Public
Jul-24,61743,61743,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G31 1SZ,ChargePlace Scotland,9,197.12,0,100.00%,Public
Jul-24,61744,61744,"ChargePlace Scotland, Glasgow City Council",Glasgow City,Glasgow,ChargePlace Scotland,4,96.28,0,100.00%,Public
Jul-24,61745,61745,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G72 9RB,ChargePlace Scotland,24,903.22,1,76.20%,Public
Jul-24,61746,61746,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G73 1JE,ChargePlace Scotland,27,716.08,0,100.00%,Public
Jul-24,61747,61747,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G73 1JE,ChargePlace Scotland,14,473.59,0,100.00%,Public
Jul-24,61748,61748,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G21 2NW,ChargePlace Scotland,3,45.63,0,100.00%,Public
Jul-24,61749,61749,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G21 2NW,ChargePlace Scotland,1,16.35,0,100.00%,Public
Jul-24,61759,61759,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV1 3UB,ChargePlace Scotland,120,2344.33,1,96.50%,Public
Jul-24,61763,61763,"ChargePlace Scotland, NHS Highlands (Public)",Highland,IV2 5NA,ChargePlace Scotland,22,336.79,0,100.00%,Public
Jul-24,61764,61764,"ChargePlace Scotland, NHS Highlands (Public)",Highland,IV2 5NA,ChargePlace Scotland,6,82.04,0,100.00%,Public
Jul-24,61773,61773,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV1 1NQ,ChargePlace Scotland,45,1242.73,1,98.60%,Public
Jul-24,61774,61774,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV1 1NQ,ChargePlace Scotland,93,2403.7,4,76.60%,Public
Jul-24,61775,61775,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV1 1NQ,ChargePlace Scotland,17,582.66,0,99.80%,Public
Jul-24,61776,61776,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV1 1NQ,ChargePlace Scotland,50,1426.92,2,90.50%,Public
Jul-24,61777,61777,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV51 9EZ,ChargePlace Scotland,334,9166.64,2,91.40%,Public
Jul-24,61778,61778,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV51 9EZ,ChargePlace Scotland,158,4404.69,4,90.10%,Public
Jul-24,61779,61779,"Comhairle Nan Eilean Siar, ChargePlace Scotland",Na h-Eileanan an Iar,HS1 2BE,ChargePlace Scotland,15,485.93,2,99.70%,Public
Jul-24,61780,61780,"Comhairle Nan Eilean Siar, ChargePlace Scotland",Na h-Eileanan an Iar,HS1 2BE,ChargePlace Scotland,152,4540.25,1,95.30%,Public
Jul-24,61782,61782,"Comhairle Nan Eilean Siar, ChargePlace Scotland",Na h-Eileanan an Iar,HS5 3UA,ChargePlace Scotland,22,525.27,3,98.60%,Public
Jul-24,61783,61783,"Comhairle Nan Eilean Siar, ChargePlace Scotland",Na h-Eileanan an Iar,HS5 3UA,ChargePlace Scotland,5,23.55,0,100.00%,Public
Jul-24,61785,61785,"Comhairle Nan Eilean Siar, ChargePlace Scotland",Na h-Eileanan an Iar,HS7 5LA,ChargePlace Scotland,32,890.31,0,98.10%,Public
Jul-24,61786,61786,"Comhairle Nan Eilean Siar, ChargePlace Scotland",Na h-Eileanan an Iar,HS7 5LA,ChargePlace Scotland,23,737.54,0,98.80%,Public
Jul-24,61798,61798,"ChargePlace Scotland, Kingdom Housing Association",Fife,KY11 2DD,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,61803,61803,"ChargePlace Scotland, Wheatley Group",City of Edinburgh,EH14 1NQ,ChargePlace Scotland,7,96.45,0,100.00%,Public
Jul-24,61821,61821,"ChargePlace Scotland, Stirling Council",Stirling,FK7 7QA,ChargePlace Scotland,9,113.96,0,100.00%,Public
Jul-24,61825,61825,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G72 0SU,ChargePlace Scotland,30,851.67,1,100.00%,Public
Jul-24,61835,61835,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,MI17 7JP,ChargePlace Scotland,22,760.34,0,100.00%,Public
Jul-24,61836,61836,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML11 7LB,ChargePlace Scotland,4,32.23,0,100.00%,Public
Jul-24,61837,61837,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML3 8JS,ChargePlace Scotland,7,113.96,0,100.00%,Public
Jul-24,61841,61841,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 8DN,ChargePlace Scotland,28,685.73,0,100.00%,Public
Jul-24,61843,61843,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 0XF,ChargePlace Scotland,4,25.22,1,100.00%,Public
Jul-24,61844,61844,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 0XF,ChargePlace Scotland,6,125.77,1,100.00%,Public
Jul-24,61845,61845,"ChargePlace Scotland, Southside Housing Association Ltd (Public CPS)",Glasgow City,G52 2PE,ChargePlace Scotland,8,11.35,0,100.00%,Public
Jul-24,61846,61846,"ChargePlace Scotland, Southside Housing Association Ltd (Public CPS)",Glasgow City,G52 2PE,ChargePlace Scotland,22,571.83,0,100.00%,Public
Jul-24,61847,61847,"ChargePlace Scotland, East Dunbartonshire Council",East Dunbartonshire,G61 3DF,ChargePlace Scotland,39,914.89,2,66.10%,Public
Jul-24,61848,61848,"ChargePlace Scotland, East Dunbartonshire Council",East Dunbartonshire,G61 3DF,ChargePlace Scotland,110,2552.53,2,95.90%,Public
Jul-24,61849,61849,"ChargePlace Scotland, East Dunbartonshire Council",East Dunbartonshire,G61 3DF,ChargePlace Scotland,86,1447.44,0,100.00%,Public
Jul-24,61850,61850,"ChargePlace Scotland, East Dunbartonshire Council",East Dunbartonshire,G61 3DF,ChargePlace Scotland,50,862,0,100.00%,Public
Jul-24,61851,61851,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV1 1NQ,ChargePlace Scotland,18,270.57,0,100.00%,Public
Jul-24,61852,61852,"ChargePlace Scotland, Eilean Donan Apartments",Highland,IV40 8DY,ChargePlace Scotland,70,1562.48,3,88.60%,Public
Jul-24,61856,61856,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,PH36 4HZ,ChargePlace Scotland,43,826.87,0,97.80%,Public
Jul-24,61863,61863,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV54 8YD,ChargePlace Scotland,31,680.33,1,100.00%,Public
Jul-24,61867,61867,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV51 9HX,ChargePlace Scotland,62,930.76,0,100.00%,Public
Jul-24,61868,61868,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV51 9HX,ChargePlace Scotland,54,1076.73,1,99.50%,Public
Jul-24,61886,61886,"ChargePlace Scotland, Ayrshire Roads Alliance",East Ayrshire,KA3 7AA,ChargePlace Scotland,62,1535.02,1,100.00%,Public
Jul-24,61888,61888,"ChargePlace Scotland, North Ayrshire Council",North Ayrshire,KA20 3HN,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,61889,61889,"ChargePlace Scotland, North Ayrshire Council",North Ayrshire,KA12 8PZ,ChargePlace Scotland,273,7270.92,1,88.90%,Public
Jul-24,61890,61890,"ChargePlace Scotland, Aberdeenshire Council",Aberdeenshire,AB51 7JA,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,61892,61892,"ChargePlace Scotland, Comhairle Nan Eilean Siar",Na h-Eileanan an Iar,HS8 5TH,ChargePlace Scotland,28,723.44,0,99.30%,Public
Jul-24,61893,61893,"ChargePlace Scotland, Comhairle Nan Eilean Siar",Na h-Eileanan an Iar,HS8 5TH,ChargePlace Scotland,11,349.33,0,99.50%,Public
Jul-24,61901,61901,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,PH20 1DA,ChargePlace Scotland,87,2495.15,0,97.30%,Public
Jul-24,61917,61917,"Aberdeen City Council, ChargePlace Scotland",Aberdeen City,AB10 1SB,ChargePlace Scotland,16,204.58,2,100.00%,Public
Jul-24,61918,61918,"ChargePlace Scotland, Aberdeen City Council",Aberdeen City,AB11 5AU,ChargePlace Scotland,70,1921.95,0,93.00%,Public
Jul-24,61925,61925,"ChargePlace Scotland, Dundee City Council",Dundee City,DD2 4AJ,ChargePlace Scotland,11,128.29,0,98.90%,Public
Jul-24,61931,61931,"ChargePlace Scotland, Hillcrest Homes",Dundee City,DD4 6JT,ChargePlace Scotland,7,158.39,0,100.00%,Public
Jul-24,61932,61932,"ChargePlace Scotland, Hillcrest Homes",Dundee City,DD4 6JT,ChargePlace Scotland,39,970.41,1,81.70%,Public
Jul-24,61941,61941,"ChargePlace Scotland, Aberdeen City Council",Aberdeen City,,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,61942,61942,"ChargePlace Scotland, Aberdeen City Council",Aberdeen City,,ChargePlace Scotland,22,909.04,0,100.00%,Public
Jul-24,61945,61945,Scottish Fire and Rescue Service,Aberdeenshire,,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,61946,61946,Scottish Fire and Rescue Service,Aberdeenshire,,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,61948,61948,Scottish Fire and Rescue Service,Angus,,ChargePlace Scotland,1,49.78,0,100.00%,Public
Jul-24,61949,61949,Scottish Fire and Rescue Service,Fife,,ChargePlace Scotland,1,12.09,0,100.00%,Public
Jul-24,61951,61951,"ChargePlace Scotland, Aberdeenshire Council",Aberdeenshire,AB42 5FQ,ChargePlace Scotland,8,111.31,0,100.00%,Public
Jul-24,61952,61952,"ChargePlace Scotland, Aberdeenshire Council",Aberdeenshire,AB42 5FQ,ChargePlace Scotland,10,108.72,0,100.00%,Public
Jul-24,61953,61953,"ChargePlace Scotland, Aberdeenshire Council",Aberdeenshire,,ChargePlace Scotland,12,236.06,1,99.50%,Public
Jul-24,61954,61954,"ChargePlace Scotland, Aberdeenshire Council",Aberdeenshire,,ChargePlace Scotland,17,343.64,0,100.00%,Public
Jul-24,61955,61955,Scottish Fire and Rescue Service,Fife,,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,61960,61960,"ChargePlace Scotland, Hillcrest Homes",Dundee City,DD4 6TP,ChargePlace Scotland,108,3003.33,0,100.00%,Public
Jul-24,61964,61964,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,KY13 8UD,ChargePlace Scotland,47,841.95,0,100.00%,Public
Jul-24,61971,61971,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG12 6NQ,ChargePlace Scotland,2,1.59,0,100.00%,Public
Jul-24,61972,61972,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG12 6NQ,ChargePlace Scotland,4,36.48,0,100.00%,Public
Jul-24,61973,61973,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG12 6NQ,ChargePlace Scotland,5,67.95,0,100.00%,Public
Jul-24,61974,61974,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG12 6NQ,ChargePlace Scotland,3,6.24,0,87.80%,Public
Jul-24,61975,61975,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG12 6NQ,ChargePlace Scotland,2,1.87,0,99.90%,Public
Jul-24,61976,61976,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG7 3EE,ChargePlace Scotland,3,62.93,1,100.00%,Public
Jul-24,61977,61977,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG7 3EE,ChargePlace Scotland,7,76.09,0,100.00%,Public
Jul-24,61978,61978,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG7 3EE,ChargePlace Scotland,5,39.15,0,100.00%,Public
Jul-24,61979,61979,"ChargePlace Scotland, South Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,,ChargePlace Scotland,24,587.03,1,100.00%,Public
Jul-24,61980,61980,"ChargePlace Scotland, South Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,,ChargePlace Scotland,28,966.29,0,100.00%,Public
Jul-24,61981,61981,"ChargePlace Scotland, South Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA26 9ES,ChargePlace Scotland,12,350.92,1,100.00%,Public
Jul-24,61982,61982,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,,ChargePlace Scotland,26,763.77,0,100.00%,Public
Jul-24,61983,61983,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,,ChargePlace Scotland,45,1181.49,0,100.00%,Public
Jul-24,61984,61984,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,,ChargePlace Scotland,48,1299.88,0,100.00%,Public
Jul-24,61985,61985,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,61986,61986,"ChargePlace Scotland, South Ayrshire Council, Ayrshire Roads Alliance",South Ayrshire,,ChargePlace Scotland,35,1229.7,1,100.00%,Public
Jul-24,61988,61988,"ChargePlace Scotland, Glasgow City Council",Glasgow City,,ChargePlace Scotland,57,1462.33,0,100.00%,Public
Jul-24,61989,61989,"ChargePlace Scotland, North Ayrshire Council",North Ayrshire,,ChargePlace Scotland,61,1204.92,0,100.00%,Public
Jul-24,62000,62000,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,,ChargePlace Scotland,20,424.39,0,100.00%,Public
Jul-24,62033,62033,"North Lanarkshire Council, ChargePlace Scotland",North Lanarkshire,ML6 6EX,ChargePlace Scotland,2,57.73,0,100.00%,Public
Jul-24,62034,62034,"North Lanarkshire Council, ChargePlace Scotland",North Lanarkshire,ML6 6EX,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,62037,62037,"North Lanarkshire Council, ChargePlace Scotland",North Lanarkshire,ML6 6EX,ChargePlace Scotland,1,63.24,0,100.00%,Public
Jul-24,62038,62038,"North Lanarkshire Council, ChargePlace Scotland",North Lanarkshire,ML6 6EX,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,62039,62039,"Falkirk Council, ChargePlace Scotland",Falkirk,FK2 7EN,ChargePlace Scotland,66,1881.33,0,97.90%,Public
Jul-24,62040,62040,"Falkirk Council, ChargePlace Scotland",Falkirk,FK2 7EN,ChargePlace Scotland,71,1932.99,0,92.90%,Public
Jul-24,62046,62046,"Renfrewshire Council, ChargePlace Scotland",Renfrewshire,PA1 1DR,ChargePlace Scotland,7,63.05,0,100.00%,Public
Jul-24,62101,62101,"Falkirk Council, ChargePlace Scotland",Falkirk,FK1 5LF,ChargePlace Scotland,25,754.22,0,100.00%,Public
Jul-24,62105,62105,"Falkirk Council, ChargePlace Scotland",Falkirk,FK5 4AN,ChargePlace Scotland,134,2890.72,1,90.20%,Public
Jul-24,62114,62114,"ChargePlace Scotland, Edinburgh Napier University",City of Edinburgh,EH11 4BN,ChargePlace Scotland,19,362.39,1,98.70%,Public
Jul-24,62122,62122,"ChargePlace Scotland, James Hutton Institute, Dundee",Perth and Kinross,DD2 5DA,ChargePlace Scotland,49,808.05,2,100.00%,Public
Jul-24,62124,62124,"Dundee City Council 150kW Bus Chargers, Ember",Dundee City,DD1 4QD,ChargePlace Scotland,0,0,1,97.70%,Public
Jul-24,62141,62141,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV3 5SS,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,62142,62142,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV3 5SS,ChargePlace Scotland,20,165.61,1,100.00%,Public
Jul-24,62143,62143,"THE HIGHLAND COUNCIL, ChargePlace Scotland",Highland,IV3 5SS,ChargePlace Scotland,69,1745.97,5,99.50%,Public
Jul-24,62144,62144,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV2 5NA,ChargePlace Scotland,7,158.09,0,100.00%,Public
Jul-24,62145,62145,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV2 5NA,ChargePlace Scotland,2,117.45,0,100.00%,Public
Jul-24,62151,62151,"THE HIGHLAND COUNCIL, ChargePlace Scotland",Highland,IV2 5NA,ChargePlace Scotland,30,985.5,0,99.40%,Public
Jul-24,62152,62152,"THE HIGHLAND COUNCIL, ChargePlace Scotland",Highland,IV2 5NA,ChargePlace Scotland,0,0,1,100.00%,Public
Jul-24,62153,62153,"NHS TSH Car Parks, NHS State Hospital Carstairs, ChargePlace Scotland",South Lanarkshire,ML11 8RP,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,62154,62154,"NHS TSH Car Parks, NHS State Hospital Carstairs, ChargePlace Scotland",South Lanarkshire,ML11 8RP,ChargePlace Scotland,3,29.76,0,100.00%,Public
