Month,Com-ID,Display ID,Owner,Local authority area,Postcode,Domain,Number of sessions,Power drawn (kWh),Number of faults,Uptime,Display category
Apr-24,4207,52512,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",East Lothian,EH39 5LW,ChargePlace Scotland,15,277.93,0,100.00%,Public
Apr-24,4208,52528,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",East Ayrshire,KA1 2AF,ChargePlace Scotland,23,321.34,0,100.00%,Public
Apr-24,4391,52508,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",North Lanarkshire,G67 2UH,ChargePlace Scotland,41,1342.7,0,100.00%,Public
Apr-24,4530,51364,"ChargePlace Scotland, INTERMOOR LIMITED, BP - ChargePlace Scotland",Aberdeen City,AB23 8JX,ChargePlace Scotland,37,381.17,0,100.00%,Public
Apr-24,4532,50582,"ChargePlace Scotland, University Of Strathclyde ARFC, BP - ChargePlace Scotland",Renfrewshire,PA4 9LJ,ChargePlace Scotland,55,943.29,0,100.00%,Public
Apr-24,4607,80351,"Stirling Council, BP - ChargePlace Scotland",Stirling Council,FC7 7FG,ChargePlace Scotland,3,0.11,0,100.00%,Public
Apr-24,4639,52518,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",Moray,IV30 1QP,ChargePlace Scotland,52,210.44,0,100.00%,Public
Apr-24,4748,52538,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",East Renfrewshire,G77 6NR,ChargePlace Scotland,98,2394.19,0,100.00%,Public
Apr-24,4749,52532,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",West Lothian,EH49 7DH,ChargePlace Scotland,72,1425.61,0,100.00%,Public
Apr-24,4752,52503,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",North Lanarkshire,ML6 9EX,ChargePlace Scotland,15,275.74,1,100.00%,Public
Apr-24,4754,52519,"ScotRail Trains Limited, BP - ChargePlace Scotland",Falkirk,FK1 1QW,ChargePlace Scotland,14,233.49,0,100.00%,Public
Apr-24,4756,52501,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",West Lothian,EH48 3LP,ChargePlace Scotland,46,293.79,0,100.00%,Public
Apr-24,4757,52523,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",Inverclyde,PA19 1QR,ChargePlace Scotland,39,573.86,0,100.00%,Public
Apr-24,4773,52510,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",City of Edinburgh,EH21 8QT,ChargePlace Scotland,52,1149.52,0,100.00%,Public
Apr-24,4775,52524,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",Inverclyde,PA15 1DH,ChargePlace Scotland,7,133.4,0,72.70%,Public
Apr-24,4780,52161,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",North Ayrshire,KA24 4DE,ChargePlace Scotland,14,416.34,0,100.00%,Public
Apr-24,4781,52115,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",Aberdeen City,AB11 6LX,ChargePlace Scotland,39,882.77,1,100.00%,Public
Apr-24,4792,50235,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G66 5BG,ChargePlace Scotland,24,780.81,6,99.60%,Public
Apr-24,4793,50233,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G62 8PB,ChargePlace Scotland,128,2107.78,1,100.00%,Public
Apr-24,4797,52522,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",South Ayrshire,KA26 9HF,ChargePlace Scotland,8,37.23,0,100.00%,Public
Apr-24,4798,52506,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",Stirling,FK9 4PH,ChargePlace Scotland,46,1327.56,0,92.90%,Public
Apr-24,4823,50491,"ChargePlace Scotland, North Lanarkshire Council, BP - ChargePlace Scotland",North Lanarkshire,ML5 3EK,ChargePlace Scotland,0,0,0,100.00%,Public
Apr-24,4851,52533,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",East Lothian,EH32 0LS,ChargePlace Scotland,23,432.38,0,100.00%,Public
Apr-24,4889,52548,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",East Lothian,EH33 1NG,ChargePlace Scotland,20,171.69,0,100.00%,Public
Apr-24,4890,52521,"ScotRail Trains Limited, BP - ChargePlace Scotland",North Ayrshire,KA14 3BQ,ChargePlace Scotland,3,35.33,0,100.00%,Public
