Month,Com-ID,Display ID,Owner,Local authority area,Postcode,Domain,Number of sessions,Power drawn (kWh),Number of faults,Uptime,Display category
Apr-24,52030,52030,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",South Ayrshire,KA7 1UW,ChargePlace Scotland,44,955.41,0,100.00%,Public
Apr-24,52031,52031,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",South Ayrshire,KA7 1UW,ChargePlace Scotland,38,1025.07,0,100.00%,Public
Apr-24,52032,52032,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",South Ayrshire,KA7 1UW,ChargePlace Scotland,22,578.31,0,100.00%,Public
Apr-24,52033,52033,"ChargePlace Scotland, South Ayrshire Council, Ayrshire Roads Alliance",South Ayrshire,KA26 9AJ,ChargePlace Scotland,59,1411.29,8,100.00%,Public
Apr-24,52034,52034,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA18 1JS,ChargePlace Scotland,60,1616.29,1,100.00%,Public
Apr-24,52035,52035,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA3 7BU,ChargePlace Scotland,50,1143.26,0,100.00%,Public
Apr-24,52036,52036,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA3 7BU,ChargePlace Scotland,95,2099.22,1,100.00%,Public
Apr-24,52037,52037,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",South Ayrshire,KA3 7BU,ChargePlace Scotland,87,1871.67,0,100.00%,Public
Apr-24,52038,52038,"ChargePlace Scotland, South Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA26 9NR,ChargePlace Scotland,38,653.13,5,100.00%,Public
Apr-24,52039,52039,"Ayrshire Roads Alliance, ChargePlace Scotland",East Ayrshire,KA18 1LY,ChargePlace Scotland,29,372.11,0,100.00%,Public
Apr-24,52040,52040,"Ayrshire Roads Alliance, ChargePlace Scotland",East Ayrshire,KA18 1LY,ChargePlace Scotland,48,1058.63,0,100.00%,Public
Apr-24,52041,52041,"Ayrshire Roads Alliance, ChargePlace Scotland",East Ayrshire,KA18 1LY,ChargePlace Scotland,52,1128.37,1,100.00%,Public
Apr-24,52042,52042,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA5 5BE,ChargePlace Scotland,203,5390.98,2,92.30%,Public
Apr-24,52050,52050,"ChargePlace Scotland, Falkirk Council",Falkirk,FK1 1HU,ChargePlace Scotland,5,105.58,0,100.00%,Public
Apr-24,52051,52051,"ChargePlace Scotland, Falkirk Council",Falkirk,FK1 1HU,ChargePlace Scotland,60,1509.2,1,92.40%,Public
Apr-24,52052,52052,"ChargePlace Scotland, Falkirk Council",Falkirk,FK3 8JB,ChargePlace Scotland,42,710.4,1,100.00%,Public
Apr-24,52053,52053,"ChargePlace Scotland, Falkirk Council",Falkirk,FK5 3BF,ChargePlace Scotland,19,404.34,1,100.00%,Public
Apr-24,52054,52054,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 9PX,ChargePlace Scotland,12,293.58,0,100.00%,Public
Apr-24,52056,52056,"ChargePlace Scotland, Falkirk Council",Falkirk,FK1 1HZ,ChargePlace Scotland,23,583.4,0,100.00%,Public
Apr-24,52057,52057,"ChargePlace Scotland, Falkirk Council",Falkirk,FK1 1HZ,ChargePlace Scotland,106,2533.44,0,97.00%,Public
Apr-24,52058,52058,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 0TU,ChargePlace Scotland,22,506.56,0,100.00%,Public
Apr-24,52059,52059,"ChargePlace Scotland, Falkirk Council",Falkirk,EH51 9AQ,ChargePlace Scotland,30,566.22,0,100.00%,Public
Apr-24,52060,52060,"ChargePlace Scotland, Falkirk Council",Falkirk,EH51 9AQ,ChargePlace Scotland,144,3585.55,2,96.80%,Public
Apr-24,52061,52061,"ChargePlace Scotland, Falkirk Council",Falkirk,FK1 4HJ,ChargePlace Scotland,45,563.62,0,96.10%,Public
Apr-24,52062,52062,"ChargePlace Scotland, Falkirk Council",Falkirk,FK6 6FA,ChargePlace Scotland,32,697,0,100.00%,Public
Apr-24,52063,52063,"ChargePlace Scotland, Falkirk Council",Falkirk,FK6 6FA,ChargePlace Scotland,185,3994.63,0,94.10%,Public
Apr-24,52070,52070,"ChargePlace Scotland, Glasgow City Council, Glasgow City Council Co Wheels",Glasgow City,G3 8DP,ChargePlace Scotland,33,445.33,0,100.00%,Public
Apr-24,52071,52071,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8DP,ChargePlace Scotland,48,447.31,0,100.00%,Public
Apr-24,52072,52072,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8DP,ChargePlace Scotland,55,741.95,1,100.00%,Public
Apr-24,52073,52073,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8DP,ChargePlace Scotland,50,977.57,0,100.00%,Public
Apr-24,52074,52074,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8DP,ChargePlace Scotland,38,451.68,2,100.00%,Public
Apr-24,52075,52075,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8DP,ChargePlace Scotland,16,193.34,0,100.00%,Public
Apr-24,52076,52076,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8DP,ChargePlace Scotland,12,141.73,0,100.00%,Public
Apr-24,52077,52077,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8DP,ChargePlace Scotland,7,134.62,0,100.00%,Public
Apr-24,52078,52078,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8DP,ChargePlace Scotland,8,255.52,0,100.00%,Public
Apr-24,52079,52079,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G40 2AL,ChargePlace Scotland,43,769.16,0,100.00%,Public
Apr-24,52080,52080,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G40 2AL,ChargePlace Scotland,43,619.38,1,100.00%,Public
Apr-24,52081,52081,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G40 2AL,ChargePlace Scotland,28,433.64,1,100.00%,Public
Apr-24,52082,52082,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8HQ,ChargePlace Scotland,24,607.56,1,100.00%,Public
Apr-24,52083,52083,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8HQ,ChargePlace Scotland,23,643.02,1,100.00%,Public
Apr-24,52084,52084,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G13 3LS,ChargePlace Scotland,47,1670.03,0,100.00%,Public
Apr-24,52085,52085,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G13 3LS,ChargePlace Scotland,26,661.5,0,100.00%,Public
Apr-24,52086,52086,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G13 3LS,ChargePlace Scotland,16,374.5,0,94.60%,Public
Apr-24,52087,52087,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G12 9JD,ChargePlace Scotland,56,1287.22,1,100.00%,Public
Apr-24,52088,52088,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G12 9JD,ChargePlace Scotland,55,1306.71,2,100.00%,Public
Apr-24,52089,52089,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G41 3YR,ChargePlace Scotland,44,647.13,1,93.60%,Public
Apr-24,52090,52090,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G41 3YR,ChargePlace Scotland,37,517.72,2,100.00%,Public
Apr-24,52091,52091,"ChargePlace Scotland, Wheatley Group",Glasgow City,G32 9HH,ChargePlace Scotland,24,384.19,0,100.00%,Public
Apr-24,52094,52094,"ChargePlace Scotland, Wheatley Group",Glasgow City,G40 3BS,ChargePlace Scotland,35,866.39,0,100.00%,Public
Apr-24,52099,52099,RCA Garages,West Lothian,EH47 8BS,ChargePlace Scotland,0,0,0,100.00%,Public
Apr-24,52103,52103,"ChargePlace Scotland, Fife Council",Fife,KY11 7EG,ChargePlace Scotland,355,10652.3,3,85.50%,Public
Apr-24,52104,52104,"ChargePlace Scotland, Stirling Council",Stirling,FK8 1QZ,ChargePlace Scotland,76,1589.7,1,98.20%,Public
Apr-24,52113,52113,"Caledonia Housing Association, ChargePlace Scotland",Perth and Kinross,PH1 2AG,ChargePlace Scotland,48,884.36,0,100.00%,Public
Apr-24,52117,52117,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G5 8DU,ChargePlace Scotland,48,1123.57,1,100.00%,Public
Apr-24,52118,52118,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G5 8DU,ChargePlace Scotland,76,1529.28,0,100.00%,Public
Apr-24,52119,52119,"ChargePlace Scotland, Argyll College UHI Ltd",Argyll and Bute,PA28 6HA,ChargePlace Scotland,32,388.89,1,93.40%,Public
Apr-24,52120,52120,"Argyll College UHI Ltd, ChargePlace Scotland",Argyll and Bute,PA28 6HA,ChargePlace Scotland,132,2229.5,2,96.30%,Public
Apr-24,52121,52121,"Argyll College UHI Ltd, ChargePlace Scotland",Argyll and Bute,G84 7LY,ChargePlace Scotland,5,48.51,0,100.00%,Public
Apr-24,52122,52122,"Argyll College UHI Ltd, ChargePlace Scotland",Argyll and Bute,PA23 7HP,ChargePlace Scotland,15,264.38,0,100.00%,Public
Apr-24,52123,52123,"ChargePlace Scotland, Comhairle Nan Eilean Siar",Na h-Eileanan an Iar,HS8 5SS,ChargePlace Scotland,20,400.27,0,100.00%,Public
Apr-24,52126,52126,"ChargePlace Scotland, Dundee City Council",Dundee City,DD1 4BX,ChargePlace Scotland,2,57.28,0,100.00%,Public
Apr-24,52127,52127,"ChargePlace Scotland, Dundee City Council",Dundee City,DD1 4BX,ChargePlace Scotland,4,39.21,0,100.00%,Public
Apr-24,52162,52162,"Beam Suntory, ChargePlace Scotland",Argyll and Bute,PA43 7JS,ChargePlace Scotland,19,243.48,0,100.00%,Public
Apr-24,52166,52166,"ChargePlace Scotland, Linstone Housing Association",Renfrewshire,PA5 8PR,ChargePlace Scotland,228,5456.87,0,99.60%,Public
Apr-24,52167,52167,"ChargePlace Scotland, Linstone Housing Association",Renfrewshire,PA3 3JX,ChargePlace Scotland,241,5402.65,2,100.00%,Public
Apr-24,52172,52172,"ChargePlace Scotland, Lerwick Port Authority",Shetland Islands,ZE1 0LL,ChargePlace Scotland,0,0,0,100.00%,Public
Apr-24,52173,52173,"ChargePlace Scotland, Lerwick Port Authority",Shetland Islands,ZE1 0PX,ChargePlace Scotland,77,1204.85,1,98.80%,Public
Apr-24,52174,52174,"ChargePlace Scotland, Lerwick Port Authority",Shetland Islands,ZE1 0LL,ChargePlace Scotland,16,233.38,0,100.00%,Public
Apr-24,52178,52178,"ChargePlace Scotland, Clackmannanshire Council",Clackmannanshire,FK14 7EJ,ChargePlace Scotland,12,509.8,0,100.00%,Public
Apr-24,52179,52179,"ChargePlace Scotland, Clackmannanshire Council",Clackmannanshire,FK10 1LA,ChargePlace Scotland,123,2324.45,2,95.50%,Public
Apr-24,52181,52181,"ChargePlace Scotland, Clackmannanshire Council",Clackmannanshire,FK13 6JP,ChargePlace Scotland,8,178.12,0,100.00%,Public
Apr-24,52182,52182,"ChargePlace Scotland, Clackmannanshire Council",Clackmannanshire,FK14 7AA,ChargePlace Scotland,71,1913.33,0,92.30%,Public
Apr-24,52183,52183,"ChargePlace Scotland, Clackmannanshire Council",Clackmannanshire,FK10 3AJ,ChargePlace Scotland,11,543.32,1,99.90%,Public
Apr-24,52186,52186,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0SY,ChargePlace Scotland,10,325.33,2,92.40%,Public
Apr-24,52187,52187,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0SY,ChargePlace Scotland,16,467.81,0,100.00%,Public
Apr-24,52188,52188,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0SY,ChargePlace Scotland,10,295.79,0,99.30%,Public
Apr-24,52190,52190,"ChargePlace Scotland, Strathdearn Community Developments",Highland,IV13 7YW,ChargePlace Scotland,57,1464.24,0,98.40%,Public
Apr-24,52191,52191,"ChargePlace Scotland, Strathdearn Community Developments",Highland,IV13 7YW,ChargePlace Scotland,4,58.98,0,100.00%,Public
Apr-24,52196,52196,"ChargePlace Scotland, Nevis Range Development Co",Highland,PH33 6SQ,ChargePlace Scotland,6,76.49,0,100.00%,Public
Apr-24,52197,52197,"ChargePlace Scotland, Nevis Range Development Co",Highland,PH33 6SQ,ChargePlace Scotland,9,119.46,0,100.00%,Public
Apr-24,52198,52198,"ChargePlace Scotland, Glendoick Gardens",Perth and Kinross,PH2 7NS,ChargePlace Scotland,33,193.27,1,100.00%,Public
Apr-24,52199,52199,"ChargePlace Scotland, Glendoick Gardens",Perth and Kinross,PH2 7NS,ChargePlace Scotland,105,2201.45,1,97.00%,Public
Apr-24,52200,52200,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB21 0WB,ChargePlace Scotland,21,853.96,1,100.00%,Public
Apr-24,52201,52201,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB21 0WB,ChargePlace Scotland,46,1371.83,0,100.00%,Public
Apr-24,52202,52202,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB51 0GD,ChargePlace Scotland,35,1015.45,0,100.00%,Public
Apr-24,52203,52203,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB51 0GD,ChargePlace Scotland,100,1905.42,0,98.10%,Public
Apr-24,52206,52206,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB53 4FB,ChargePlace Scotland,22,257.2,0,80.30%,Public
Apr-24,52207,52207,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB53 4EJ,ChargePlace Scotland,0,0,0,100.00%,Public
Apr-24,52208,52208,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB53 4FB,ChargePlace Scotland,94,1619.41,1,93.00%,Public
Apr-24,52210,52210,"ChargePlace Scotland, Nevis Range Development Co",Highland,PH33 6SQ,ChargePlace Scotland,12,297.73,0,100.00%,Public
Apr-24,52211,52211,"ChargePlace Scotland, Nevis Range Development Co",Highland,PH33 6SQ,ChargePlace Scotland,1,39.62,0,100.00%,Public
Apr-24,52223,52223,"ChargePlace Scotland, Fife Council",Fife,KY15 7BX,ChargePlace Scotland,60,1244.19,0,100.00%,Public
Apr-24,52224,52224,"ChargePlace Scotland, Fife Council",Fife,KY11 1LN,ChargePlace Scotland,47,918.82,0,100.00%,Public
Apr-24,52225,52225,"ChargePlace Scotland, Fife Council",Fife,KY11 1NQ,ChargePlace Scotland,20,478.76,1,100.00%,Public
Apr-24,52226,52226,"ChargePlace Scotland, Fife Council",Fife,KY10 3JS,ChargePlace Scotland,112,2964.07,1,100.00%,Public
Apr-24,52227,52227,"ChargePlace Scotland, Fife Council",Fife,DD6 9BG,ChargePlace Scotland,78,1926.59,0,100.00%,Public
Apr-24,52228,52228,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA13 4DE,ChargePlace Scotland,50,2347.37,1,100.00%,Public
Apr-24,52234,52234,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA16 0FZ,ChargePlace Scotland,14,331.61,0,100.00%,Public
Apr-24,52235,52235,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA16 0FZ,ChargePlace Scotland,76,1334.26,0,92.20%,Public
Apr-24,52237,52237,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA19 1QR,ChargePlace Scotland,7,77.12,0,100.00%,Public
Apr-24,52238,52238,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA19 1QR,ChargePlace Scotland,16,357.76,0,100.00%,Public
Apr-24,52239,52239,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G5 9XT,ChargePlace Scotland,37,650.8,0,100.00%,Public
Apr-24,52240,52240,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G5 0NA,ChargePlace Scotland,28,558.41,0,100.00%,Public
Apr-24,52241,52241,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G5 0NA,ChargePlace Scotland,7,138.76,0,100.00%,Public
Apr-24,52242,52242,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G5 0NH,ChargePlace Scotland,43,888.37,0,100.00%,Public
Apr-24,52243,52243,"ChargePlace Scotland, ORKNEY HOUSING ASSOCIATION LTD",Orkney Islands,KW17 2RG,ChargePlace Scotland,3,116,0,100.00%,Public
Apr-24,52244,52244,"ChargePlace Scotland, ORKNEY HOUSING ASSOCIATION LTD",Orkney Islands,KW15 1BX,ChargePlace Scotland,1,7.65,0,100.00%,Public
Apr-24,52249,52249,"ChargePlace Scotland, Clackmannanshire Council",Clackmannanshire,FK13 6AG,ChargePlace Scotland,17,341.8,1,100.00%,Public
Apr-24,52250,52250,"ChargePlace Scotland, Stirling Council",Stirling,FK8 1QZ,ChargePlace Scotland,109,2338.61,1,94.40%,Public
Apr-24,52251,52251,"ChargePlace Scotland, Stirling Council",Stirling,FK8 1QZ,ChargePlace Scotland,114,2532.9,0,95.20%,Public
Apr-24,52252,52252,"ChargePlace Scotland, Stirling Council",Stirling,FK8 1QZ,ChargePlace Scotland,119,2718.67,0,96.90%,Public
Apr-24,52253,52253,"Stirling Council, ChargePlace Scotland",Stirling,FK8 1QZ,ChargePlace Scotland,56,1046.45,0,100.00%,Public
Apr-24,52254,52254,"ChargePlace Scotland, Stirling Council",Stirling,FK8 1QZ,ChargePlace Scotland,55,1201.73,1,100.00%,Public
Apr-24,52255,52255,"ChargePlace Scotland, Stirling Council",Stirling,FK8 1QZ,ChargePlace Scotland,39,980.48,0,100.00%,Public
Apr-24,52256,52256,"ChargePlace Scotland, Stirling Council",Stirling,FK8 1QZ,ChargePlace Scotland,54,1201.21,0,100.00%,Public
Apr-24,52257,52257,"ChargePlace Scotland, Stirling Council",Stirling,FK15 9AE,ChargePlace Scotland,128,2303.98,1,97.60%,Public
Apr-24,52258,52258,"ChargePlace Scotland, Stirling Council",Stirling,FK15 9AE,ChargePlace Scotland,149,2397.06,0,97.20%,Public
Apr-24,52259,52259,"ChargePlace Scotland, Stirling Council",Stirling,FK15 9AE,ChargePlace Scotland,60,1471.02,4,74.60%,Public
Apr-24,52260,52260,"ChargePlace Scotland, Stirling Council",Stirling,FK15 9AE,ChargePlace Scotland,71,1332.97,2,95.90%,Public
Apr-24,52261,52261,"ChargePlace Scotland, Stirling Council",Stirling,FK17 8DT,ChargePlace Scotland,230,3440.72,5,89.30%,Public
Apr-24,52262,52262,"ChargePlace Scotland, Stirling Council",Stirling,G63 0TF,ChargePlace Scotland,110,2289.08,1,97.60%,Public
Apr-24,52263,52263,"ChargePlace Scotland, Stirling Council",Stirling,G63 0TF,ChargePlace Scotland,86,2712.35,0,100.00%,Public
Apr-24,52264,52264,"ChargePlace Scotland, Stirling Council",Stirling,G63 9NL,ChargePlace Scotland,43,1061.48,0,100.00%,Public
Apr-24,52265,52265,"ChargePlace Scotland, Stirling Council",Stirling,G63 9NL,ChargePlace Scotland,35,810.55,1,100.00%,Public
Apr-24,52266,52266,"Stirling Council, ChargePlace Scotland",Stirling,FK18 8NA,ChargePlace Scotland,14,355.85,0,100.00%,Public
Apr-24,52267,52267,"ChargePlace Scotland, Stirling Council",Stirling,FK18 8NA,ChargePlace Scotland,19,469.55,0,100.00%,Public
Apr-24,52271,52271,"ChargePlace Scotland, University of Edinburgh",City of Edinburgh,EH25 9RG,ChargePlace Scotland,80,1573.92,0,100.00%,Public
Apr-24,52272,52272,"ChargePlace Scotland, University of Edinburgh",Midlothian,EH25 9RG,ChargePlace Scotland,0,0,0,100.00%,Public
Apr-24,52273,52273,"ChargePlace Scotland, University of Edinburgh",City of Edinburgh,EH25 9RG,ChargePlace Scotland,65,976.78,1,100.00%,Public
Apr-24,52274,52274,"ChargePlace Scotland, University of Edinburgh",City of Edinburgh,EH25 9RG,ChargePlace Scotland,84,1704.1,0,99.90%,Public
Apr-24,52276,52276,"ChargePlace Scotland, Dundee City Council",Dundee City,DD2 4TF,ChargePlace Scotland,19,94.1,0,100.00%,Public
Apr-24,52277,52277,"ChargePlace Scotland, Dundee City Council",Dundee City,DD2 4TF,ChargePlace Scotland,22,183.15,0,100.00%,Public
Apr-24,52298,52298,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV55 8WF,ChargePlace Scotland,67,1445.29,0,88.80%,Public
Apr-24,52300,52300,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,PH33 7NE,ChargePlace Scotland,35,435.1,0,100.00%,Public
Apr-24,52301,52301,"ChargePlace Scotland, Kyle & Lochalsh Community Trust",Highland,IV40 8BY,ChargePlace Scotland,47,474.35,1,89.50%,Public
Apr-24,52302,52302,"ChargePlace Scotland, Argyll & Bute Council",Argyll and Bute,PA64 6WZ,ChargePlace Scotland,17,116.09,0,100.00%,Public
Apr-24,52303,52303,"Argyll & Bute Council, ChargePlace Scotland",Argyll and Bute,PA43 7JP,ChargePlace Scotland,77,2270.82,0,96.80%,Public
Apr-24,52304,52304,"Argyll & Bute Council, ChargePlace Scotland",Argyll and Bute,PA43 7JP,ChargePlace Scotland,20,281.33,0,100.00%,Public
Apr-24,52306,52306,"Argyll & Bute Council, ChargePlace Scotland",Argyll and Bute,G84 8SQ,ChargePlace Scotland,307,7022.97,3,73.70%,Public
Apr-24,52307,52307,"Argyll & Bute Council, ChargePlace Scotland",Argyll and Bute,PA32 8UY,ChargePlace Scotland,87,1179.04,1,100.00%,Public
Apr-24,52308,52308,"Argyll & Bute Council, ChargePlace Scotland",Argyll and Bute,PA31 8LS,ChargePlace Scotland,33,620.59,0,100.00%,Public
Apr-24,52309,52309,"ChargePlace Scotland, Argyll & Bute Council",Argyll and Bute,PA29 6TY,ChargePlace Scotland,35,549.41,0,100.00%,Public
Apr-24,52310,52310,"ChargePlace Scotland, Dundee & Angus College",Dundee City,DD3 8LE,ChargePlace Scotland,14,339.05,2,100.00%,Public
Apr-24,52311,52311,"ChargePlace Scotland, Dundee & Angus College",Dundee City,DD3 8LE,ChargePlace Scotland,10,179.85,1,67.00%,Public
Apr-24,52318,52318,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML11 7JX,ChargePlace Scotland,42,1080.76,1,99.40%,Public
Apr-24,52319,52319,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML3 0BS,ChargePlace Scotland,45,992.8,0,100.00%,Public
Apr-24,52320,52320,South Lanarkshire Council,South Lanarkshire,ML3 0BS,ChargePlace Scotland,52,1218.44,0,100.00%,Public
Apr-24,52321,52321,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML11 0QW,ChargePlace Scotland,6,52.95,0,100.00%,Public
Apr-24,52322,52322,South Lanarkshire Council,South Lanarkshire,G73 3AF,ChargePlace Scotland,69,1424.47,0,94.80%,Public
Apr-24,52323,52323,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G73 3AF,ChargePlace Scotland,24,471.11,0,100.00%,Public
Apr-24,52324,52324,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G72 7EX,ChargePlace Scotland,30,304.16,2,82.50%,Public
Apr-24,52325,52325,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML8 5PS,ChargePlace Scotland,13,481.5,0,100.00%,Public
Apr-24,52326,52326,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML8 5PS,ChargePlace Scotland,8,287.91,0,100.00%,Public
Apr-24,52327,52327,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML3 7UD,ChargePlace Scotland,39,1007.1,0,100.00%,Public
Apr-24,52328,52328,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML3 7UD,ChargePlace Scotland,32,1133.28,0,100.00%,Public
Apr-24,52329,52329,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G74 1AB,ChargePlace Scotland,35,664.25,1,86.20%,Public
Apr-24,52330,52330,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G74 1AB,ChargePlace Scotland,62,1106.88,0,99.90%,Public
Apr-24,52331,52331,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G74 1AB,ChargePlace Scotland,9,218.72,0,100.00%,Public
Apr-24,52332,52332,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G74 1AB,ChargePlace Scotland,4,118.45,0,100.00%,Public
Apr-24,52333,52333,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML10 6AF,ChargePlace Scotland,52,680.76,0,100.00%,Public
Apr-24,52336,52336,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G71 8RN,ChargePlace Scotland,0,0,0,100.00%,Public
Apr-24,52337,52337,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G73 1BZ,ChargePlace Scotland,1,4.27,0,100.00%,Public
Apr-24,52338,52338,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G73 1BZ,ChargePlace Scotland,42,875.01,2,80.30%,Public
Apr-24,52339,52339,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML12 6DT,ChargePlace Scotland,93,2081.86,0,85.80%,Public
Apr-24,52340,52340,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML8 4DF,ChargePlace Scotland,7,53.76,0,100.00%,Public
Apr-24,52341,52341,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML3 6LB,ChargePlace Scotland,29,792.83,0,98.80%,Public
Apr-24,52342,52342,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML3 6LB,ChargePlace Scotland,29,609.9,0,99.90%,Public
Apr-24,52343,52343,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G72 7TD,ChargePlace Scotland,20,521.94,0,100.00%,Public
Apr-24,52344,52344,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G72 7TD,ChargePlace Scotland,0,0,0,100.00%,Public
Apr-24,52345,52345,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML9 1EP,ChargePlace Scotland,4,36.74,1,100.00%,Public
Apr-24,52346,52346,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G75 0QZ,ChargePlace Scotland,16,109.55,0,93.80%,Public
Apr-24,52347,52347,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G74 4HG,ChargePlace Scotland,37,731.43,1,100.00%,Public
Apr-24,52348,52348,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML3 7DT,ChargePlace Scotland,31,855.89,0,97.10%,Public
Apr-24,52349,52349,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML3 7DT,ChargePlace Scotland,36,937.95,0,89.30%,Public
Apr-24,52350,52350,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML3 7DT,ChargePlace Scotland,27,652.95,0,100.00%,Public
Apr-24,52351,52351,South Lanarkshire Council,South Lanarkshire,ML3 7DT,ChargePlace Scotland,49,841.3,0,100.00%,Public
Apr-24,52352,52352,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML3 7DT,ChargePlace Scotland,41,689.82,0,100.00%,Public
Apr-24,52353,52353,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML3 7DT,ChargePlace Scotland,11,300.69,0,97.00%,Public
Apr-24,52354,52354,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML3 7DT,ChargePlace Scotland,23,713.55,0,100.00%,Public
Apr-24,52362,52362,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML3 6LB,ChargePlace Scotland,66,1530.64,0,96.60%,Public
