Month,Com-ID,Display ID,Owner,Local authority area,Postcode,Allowed vehicle type,Domain,Number of sessions,Power drawn (kWh),Number of tickets,Uptime
Nov-22,52710,52710,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0NL,Any,ChargePlace Scotland,32,390.5,0,100.00%
Nov-22,52711,52711,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0NL,Any,ChargePlace Scotland,31,429.08,0,100.00%
Nov-22,52712,52712,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0NL,Any,ChargePlace Scotland,24,499.82,0,100.00%
Nov-22,52714,52714,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA7 5AU,Any,ChargePlace Scotland,150,3826.11,1,100.00%
Nov-22,52717,52717,"ChargePlace Scotland, National Trust Scotland",Highland,IV2 5EU,Any,ChargePlace Scotland,66,1001.13,1,100.00%
Nov-22,52720,52720,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA4 0AP,Any,ChargePlace Scotland,167,3155.73,0,100.00%
Nov-22,52723,52723,"ChargePlace Scotland, William Strike Ltd",City of Edinburgh,EH16 6TJ,Any,ChargePlace Scotland,72,773.5,1,100.00%
Nov-22,52724,52724,"ChargePlace Scotland, East Lothian Council, East Lothian Council 22kW Tariff",East Lothian,EH21 8BU,Any,ChargePlace Scotland,14,325.58,0,100.00%
Nov-22,52732,52732,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G42 8RU,Any,ChargePlace Scotland,86,1689.25,0,100.00%
Nov-22,52739,52739,"ChargePlace Scotland, William Strike Ltd",Highland,IV2 7PA,Any,ChargePlace Scotland,0,0,0,100.00%
Nov-22,52742,52742,"ChargePlace Scotland, Highland Council, Highland Council Destination Chargers",Highland,KW10 6TA,Any,ChargePlace Scotland,0,0,0,100.00%
Nov-22,52743,52743,"ChargePlace Scotland, Highland Council, Highland Council Destination Chargers",Highland,KW10 6TA,Any,ChargePlace Scotland,4,108.96,0,100.00%
Nov-22,52869,52869,"Aberdeenshire Council, Aberdeenshire Council 7kW Tariff, ChargePlace Scotland",Aberdeen City,AB16 5GB,Any,ChargePlace Scotland,24,369.75,0,100.00%
Nov-22,52870,52870,"Aberdeenshire Council, Aberdeenshire Council 7kW Tariff, ChargePlace Scotland",Aberdeen City,AB16 5GB,Any,ChargePlace Scotland,54,979.74,0,100.00%
Nov-22,52883,52883,"ChargePlace Scotland, East Lothian Council, East Lothian Council 7kW Tariff",East Lothian,EH21 8BU,Any,ChargePlace Scotland,3,49.21,0,100.00%
Nov-22,52884,52884,"ChargePlace Scotland, East Lothian Council, East Lothian Council 7kW Tariff",East Lothian,EH21 8BU,Any,ChargePlace Scotland,11,200.78,0,100.00%
Nov-22,52887,52887,"ChargePlace Scotland, East Lothian Council, East Lothian Council 7kW Tariff",East Lothian,EH21 8BU,Any,ChargePlace Scotland,6,147.75,1,100.00%
Nov-22,52888,52888,"ChargePlace Scotland, East Lothian Council, East Lothian Council 7kW Tariff",East Lothian,EH21 8BU,Any,ChargePlace Scotland,1,0,0,100.00%
Nov-22,52892,52892,"ChargePlace Scotland, East Lothian Council, East Lothian Council 7kW Tariff",East Lothian,EH21 8BU,Any,ChargePlace Scotland,11,141.33,0,100.00%
Nov-22,52897,52897,"Argyll & Bute Council, Argyll & Bute Council 22kW Tariff, ChargePlace Scotland",Argyll and Bute,PA31 8RD,Any,ChargePlace Scotland,74,1455.5,0,100.00%
Nov-22,52898,52898,"Argyll & Bute Council, Argyll & Bute Council 22kW Tariff, ChargePlace Scotland",Argyll and Bute,PA31 8RD,Any,ChargePlace Scotland,54,998.4,0,100.00%
Nov-22,52899,52899,"ChargePlace Scotland, East Lothian Council, East Lothian Council 7kW Tariff",East Lothian,EH21 8BU,Any,ChargePlace Scotland,5,50.69,0,100.00%
Nov-22,52913,52913,"ChargePlace Scotland, Shetland Council",Shetland Islands,ZE2 9HL,Any,ChargePlace Scotland,24,483.87,0,100.00%
Nov-22,52914,52914,"ChargePlace Scotland, Nova Innovation, Shetland Council",Shetland Islands,ZE2 9DE,Any,ChargePlace Scotland,21,356.87,0,100.00%
Nov-22,52918,52918,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G2 4NJ,Any,ChargePlace Scotland,16,180.95,1,100.00%
Nov-22,52919,52919,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 6RB,Any,ChargePlace Scotland,21,76.24,1,100.00%
Nov-22,52923,52923,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G1 1BL,Any,ChargePlace Scotland,99,1185.27,0,100.00%
Nov-22,52924,52924,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G1 1DJ,Any,ChargePlace Scotland,59,800.52,0,100.00%
Nov-22,52929,52929,"Aberdeen City Council, Aberdeen City Council 22kW Tariff, ChargePlace Scotland",Aberdeen City,AB24 5HY,Any,ChargePlace Scotland,20,343.01,1,100.00%
Nov-22,52930,52930,"Aberdeen City Council, ChargePlace Scotland",Aberdeen City,AB24 5HY,Any,ChargePlace Scotland,17,172.27,1,100.00%
Nov-22,52931,52931,"Aberdeen City Council, ChargePlace Scotland",Aberdeen City,AB24 5HY,Any,ChargePlace Scotland,18,246.42,0,100.00%
Nov-22,52932,52932,"Aberdeen City Council, ChargePlace Scotland",Aberdeen City,AB24 5HY,Any,ChargePlace Scotland,18,278.36,1,100.00%
Nov-22,52936,52936,"Angus Council, ChargePlace Scotland",Angus,DD11 3TP,Any,ChargePlace Scotland,45,521.48,0,100.00%
Nov-22,52944,52944,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH6 2DH,Any,ChargePlace Scotland,154,3733.36,2,100.00%
Nov-22,52957,52957,"Ayrshire Roads Alliance, ChargePlace Scotland",East Ayrshire,KA18 1LH,Any,ChargePlace Scotland,54,1236.22,1,100.00%
Nov-22,52958,52958,"Ayrshire Roads Alliance, ChargePlace Scotland",East Ayrshire,KA18 1LH,Any,ChargePlace Scotland,92,2010.37,0,100.00%
Nov-22,52965,52965,"Ayrshire Roads Alliance, ChargePlace Scotland, East Ayrshire Council",East Ayrshire,KA1 2QF,Any,ChargePlace Scotland,128,3501.75,1,100.00%
Nov-22,52969,52969,"Ayrshire Roads Alliance, ChargePlace Scotland, East Ayrshire Council",East Ayrshire,KA3 1XB,Any,ChargePlace Scotland,161,1748.57,2,100.00%
Nov-22,52972,52972,"Ayrshire Roads Alliance, ChargePlace Scotland, East Ayrshire Council",East Ayrshire,KA5 6RF,Any,ChargePlace Scotland,91,2354.19,1,100.00%
Nov-22,52978,52978,"ChargePlace Scotland, Highland Council, Highland Council Destination Chargers",Highland,KW1 4EA,Any,ChargePlace Scotland,0,0,0,100.00%
Nov-22,52989,52989,"Bernera Community Centre and Museum, ChargePlace Scotland",Na h-Eileanan an Iar,HS2 9LT,Any,ChargePlace Scotland,0,0,0,100.00%
Nov-22,52990,52990,"Beachcomber Cafe, Tiree, ChargePlace Scotland, The Reef Inn, Tiree",Argyll and Bute,PA77 6UP,Any,ChargePlace Scotland,0,0,0,100.00%
Nov-22,52993,52993,"ChargePlace Scotland, East Lothian Council, East Lothian Council 22kW Tariff",East Lothian,EH35 5LN,Any,ChargePlace Scotland,19,511.19,0,100.00%
Nov-22,53007,53007,"ChargePlace Scotland, Dumfries and Galloway Council, Dumfries and Galloway Council 22kW Tariff",Dumfries and Galloway,DG8 8NU,Any,ChargePlace Scotland,2,23.2,0,100.00%
Nov-22,53008,53008,"ChargePlace Scotland, Dumfries and Galloway Council, Dumfries and Galloway Council 22kW Tariff",Dumfries and Galloway,DG8 8NU,Any,ChargePlace Scotland,12,136.6,0,100.00%
Nov-22,53035,53035,"ChargePlace Scotland, West Lothian Council",West Lothian,EH47 0AD,Any,ChargePlace Scotland,47,839.67,1,100.00%
Nov-22,53036,53036,"ChargePlace Scotland, West Lothian Council",West Lothian,EH47 0AD,Any,ChargePlace Scotland,61,844.57,0,100.00%
Nov-22,53055,53055,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML1 3RT,Any,ChargePlace Scotland,182,2118.66,0,100.00%
Nov-22,53056,53056,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML1 3RT,Any,ChargePlace Scotland,190,2605.33,0,100.00%
Nov-22,53057,53057,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML1 3RT,Any,ChargePlace Scotland,127,1582.68,0,100.00%
Nov-22,53058,53058,"ChargePlace Scotland, Dumfries and Galloway Council, Dumfries and Galloway Council 22kW Tariff",Dumfries and Galloway,DG1 2PS,Any,ChargePlace Scotland,5,73.8,0,100.00%
Nov-22,53081,53081,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA15 2UH,Any,ChargePlace Scotland,53,612.68,0,100.00%
Nov-22,53083,53083,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA16 7QG,Any,ChargePlace Scotland,25,363.64,1,100.00%
Nov-22,53085,53085,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA14 5JH,Any,ChargePlace Scotland,18,63.12,0,100.00%
Nov-22,53087,53087,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA15 1DH,Any,ChargePlace Scotland,33,330.54,0,100.00%
Nov-22,53104,53104,"ChargePlace Scotland, NHS Forth Valley",Falkirk,FK1 5SU,Any,ChargePlace Scotland,203,4401.99,0,100.00%
Nov-22,53107,53107,"ChargePlace Scotland, Dumfries and Galloway Council, Dumfries and Galloway Council 22kW Tariff",Dumfries and Galloway,DG3 4HQ,Any,ChargePlace Scotland,4,72.12,0,100.00%
Nov-22,53115,53115,"ChargePlace Scotland, Highland Council, Highland Council Destination Chargers",Highland,IV3 5NX,Any,ChargePlace Scotland,47,850.08,0,100.00%
Nov-22,53117,53117,"ChargePlace Scotland, Highland Council, Highland Council Destination Chargers",Highland,IV3 5NX,Any,ChargePlace Scotland,29,719.58,0,100.00%
Nov-22,53129,53129,"ChargePlace Scotland, Rosewell Development Trust 22KW Tariff, The Steading, Rosewell",Midlothian,EH24 9AN,Any,ChargePlace Scotland,0,0,0,100.00%
Nov-22,53138,53138,"ChargePlace Scotland, Highland Council, Highland Council Destination Chargers",Highland,KW1 5LB,Any,ChargePlace Scotland,10,208.89,0,100.00%
Nov-22,53143,53143,Springkell Mansion House Hotel,Dumfries and Galloway,DG11 3AL,Any,ChargePlace Scotland,0,0,0,100.00%
Nov-22,53150,53150,"Buzzworks Inns Ltd, ChargePlace Scotland, Mill House 7kw Tariff",East Ayrshire,KA3 5EQ,Any,ChargePlace Scotland,0,0,0,100.00%
Nov-22,53213,53213,"ChargePlace Scotland, Orkney Housing Association",Orkney Islands,KW17 2HT,Any,ChargePlace Scotland,6,139.77,0,100.00%
Nov-22,53220,53220,"Angus Council, ChargePlace Scotland",Angus,DD8 1WH,Any,ChargePlace Scotland,15,405.51,0,100.00%
Nov-22,53222,53222,"Angus Council, ChargePlace Scotland",Angus,DD8 1WH,Any,ChargePlace Scotland,29,514.55,0,100.00%
Nov-22,53224,53224,"Angus Council, ChargePlace Scotland",Angus,DD8 1WH,Any,ChargePlace Scotland,19,231.31,0,100.00%
Nov-22,53226,53226,"ChargePlace Scotland, Stirling Council",Stirling,FK7 8DS,Any,ChargePlace Scotland,79,1138.44,0,100.00%
Nov-22,53228,53228,"ChargePlace Scotland, Stirling Council",Stirling,FK7 7QA,Any,ChargePlace Scotland,62,1062.82,1,100.00%
Nov-22,53233,53233,"ChargePlace Scotland, Elecar, Elecar Ltd 22kW Tariff",Highland,PH33 6QG,Any,ChargePlace Scotland,0,0,0,100.00%
Nov-22,53248,53248,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,ML8 4DF,Any,ChargePlace Scotland,74,1193.47,2,100.00%
Nov-22,53252,53252,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML2 0HQ,Any,ChargePlace Scotland,157,2264.15,1,100.00%
Nov-22,53256,53256,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,G74 3JT,Any,ChargePlace Scotland,66,1396.88,0,100.00%
Nov-22,53260,53260,"ChargePlace Scotland, Highland Council, Highland Council Destination Chargers",Highland,KW14 8PS,Any,ChargePlace Scotland,11,50.38,0,100.00%
Nov-22,53261,53261,"ChargePlace Scotland, Highland Council, Highland Council Destination Chargers",Highland,KW14 8PS,Any,ChargePlace Scotland,5,43.49,0,100.00%
Nov-22,53264,53264,North Lanarkshire Council,North Lanarkshire,ML5 1JE,Any,ChargePlace Scotland,76,1069.87,0,100.00%
Nov-22,53266,53266,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,ML11 8PQ,Any,ChargePlace Scotland,14,163.45,0,100.00%
Nov-22,53267,53267,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,ML11 8PQ,Any,ChargePlace Scotland,15,282.9,1,100.00%
Nov-22,53269,53269,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,G65 0HT,Any,ChargePlace Scotland,136,3223.96,1,100.00%
Nov-22,53280,53280,"ChargePlace Scotland, Teviot Electric Car Club Ltd",Scottish Borders,TD9 9NQ,Any,ChargePlace Scotland,38,756.67,1,100.00%
Nov-22,53281,53281,"ChargePlace Scotland, Teviot Electric Car Club Ltd",Scottish Borders,TD9 9NQ,Any,ChargePlace Scotland,13,153,0,100.00%
Nov-22,53307,53307,"ChargePlace Scotland, Orkney Council Rapid, Orkney Islands Council",Orkney Islands,KW16 3AG,Any,ChargePlace Scotland,0,0,0,100.00%
Nov-22,53310,53310,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,ML11 8HS,Any,ChargePlace Scotland,37,726.69,0,100.00%
Nov-22,53311,53311,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,ML11 8HS,Any,ChargePlace Scotland,43,495.26,0,100.00%
Nov-22,53314,53314,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML6 7BL,Any,ChargePlace Scotland,90,1860.31,0,100.00%
Nov-22,53315,53315,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML6 7BL,Any,ChargePlace Scotland,20,263.7,3,100.00%
Nov-22,53317,53317,"ChargePlace Scotland, West Lothian Council",West Lothian,EH52 5LH,Any,ChargePlace Scotland,260,4533.59,1,100.00%
Nov-22,53318,53318,"ChargePlace Scotland, Dundee City Council, Dundee City Council 22kW Tariff",Dundee City,DD2 4NL,Any,ChargePlace Scotland,31,468.91,0,100.00%
Nov-22,53332,53332,North Lanarkshire Council,North Lanarkshire,ML5 1DL,Any,ChargePlace Scotland,128,2059.5,0,100.00%
Nov-22,53333,53333,North Lanarkshire Council,North Lanarkshire,ML5 1DL,Any,ChargePlace Scotland,93,1855.52,1,100.00%
Nov-22,53334,53334,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML5 1DL,Any,ChargePlace Scotland,149,1291.66,1,100.00%
Nov-22,53340,53340,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,G75 9LW,Any,ChargePlace Scotland,63,941.7,0,100.00%
Nov-22,53364,53364,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH1 4LT,Any,ChargePlace Scotland,113,3323,0,100.00%
Nov-22,53365,53365,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH10 7NX,Any,ChargePlace Scotland,52,869.04,0,100.00%
Nov-22,53370,53370,"ChargePlace Scotland, Highland Council, Highland Council Destination Chargers",Highland,IV15 9QN,Any,ChargePlace Scotland,14,112.93,0,100.00%
Nov-22,53371,53371,"ChargePlace Scotland, Highland Council, Highland Council Destination Chargers",Highland,IV15 9QN,Any,ChargePlace Scotland,13,145.19,0,100.00%
Nov-22,53391,53391,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,G74 3EU,Any,ChargePlace Scotland,50,779.4,0,100.00%
Nov-22,53394,53394,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,G74 3EU,Any,ChargePlace Scotland,101,1622.16,0,100.00%
Nov-22,53415,53415,North Lanarkshire Council,North Lanarkshire,ML1 1AZ,Any,ChargePlace Scotland,142,2077.69,2,100.00%
Nov-22,53417,53417,North Lanarkshire Council,North Lanarkshire,ML1 1AZ,Any,ChargePlace Scotland,111,1451.08,3,100.00%
Nov-22,53422,53422,"ChargePlace Scotland, The Lovat Loch Ness",Highland,PH32 4DU,Any,ChargePlace Scotland,98,2445.58,0,100.00%
Nov-22,53423,53423,The Lovat Loch Ness,Highland,PH32 4DU,Any,ChargePlace Scotland,34,758.73,0,100.00%
Nov-22,53424,53424,"ChargePlace Scotland, Highland Council, Highland Council Destination Chargers",Highland,IV15 9SE,Any,ChargePlace Scotland,30,457.05,0,100.00%
Nov-22,53434,53434,"ChargePlace Scotland, NJ and HJ Hall, NJ and HJ Hall 7KW Tariff",Aberdeenshire,AB31 4GD,Any,ChargePlace Scotland,1,28.1,0,100.00%
Nov-22,53448,53448,"ChargePlace Scotland, North Ayrshire Council",North Ayrshire,KA21 5LL,Any,ChargePlace Scotland,20,369.59,0,100.00%
Nov-22,53449,53449,"ChargePlace Scotland, North Ayrshire Council",North Ayrshire,KA21 5LL,Any,ChargePlace Scotland,27,447.83,1,100.00%
Nov-22,53451,53451,"Arnold Clark Automobiles, ChargePlace Scotland",Glasgow City,G11 6NA,Any,ChargePlace Scotland,55,914,0,100.00%
Nov-22,53465,53465,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,ML3 7UE,Any,ChargePlace Scotland,26,292.7,2,100.00%
Nov-22,53466,53466,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,ML3 7UE,Any,ChargePlace Scotland,18,190.95,1,100.00%
Nov-22,53468,53468,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,ML3 7UE,Any,ChargePlace Scotland,34,206.74,1,100.00%
Nov-22,53469,53469,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,ML3 7UE,Any,ChargePlace Scotland,16,102.26,0,100.00%
Nov-22,53476,53476,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,ML10 6EB,Any,ChargePlace Scotland,0,0,0,100.00%
Nov-22,53506,53506,"ChargePlace Scotland, Comhairle Nan Eilean Siar, Comhairle Nan Eilean Siar 22kW Tariff",Na h-Eileanan an Iar,HS1 2BW,Any,ChargePlace Scotland,1,0.26,1,100.00%
Nov-22,53507,53507,"ChargePlace Scotland, Comhairle Nan Eilean Siar, Comhairle Nan Eilean Siar 22kW Tariff",Na h-Eileanan an Iar,HS2 0LB,Any,ChargePlace Scotland,0,0,0,100.00%
Nov-22,53509,53509,"ChargePlace Scotland, Comhairle Nan Eilean Siar, Comhairle Nan Eilean Siar 22kW Tariff",Na h-Eileanan an Iar,HS7 5LA,Any,ChargePlace Scotland,19,519.69,0,100.00%
Nov-22,53513,53513,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,G75 0QZ,Any,ChargePlace Scotland,56,712.36,0,100.00%
Nov-22,53514,53514,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,G75 0QZ,Any,ChargePlace Scotland,47,195.09,0,100.00%
Nov-22,53516,53516,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G1 1HO,Any,ChargePlace Scotland,39,287.3,0,100.00%
Nov-22,53526,53526,"ChargePlace Scotland, Stirling Council",Stirling,FK9 4TW,Any,ChargePlace Scotland,64,1405.26,1,100.00%
Nov-22,53533,53533,"ChargePlace Scotland, Stirling Council",Stirling,FK9 4TW,Any,ChargePlace Scotland,64,1323.6,1,100.00%
Nov-22,53539,53539,"ChargePlace Scotland, Stirling Council",Stirling,FK9 4TW,Any,ChargePlace Scotland,15,334.54,0,100.00%
Nov-22,53540,53540,"ChargePlace Scotland, Stirling Council",Stirling,FK9 4TW,Any,ChargePlace Scotland,33,505.17,0,100.00%
Nov-22,53542,53542,"ChargePlace Scotland, Stirling Council",Stirling,FK9 4TW,Any,ChargePlace Scotland,0,0,0,100.00%
Nov-22,53543,53543,"ChargePlace Scotland, Stirling Council",Stirling,FK9 4TW,Any,ChargePlace Scotland,21,313.07,0,100.00%
Nov-22,53544,53544,"ChargePlace Scotland, Stirling Council",Stirling,FK9 4TW,Any,ChargePlace Scotland,44,860.46,0,100.00%
Nov-22,53545,53545,"ChargePlace Scotland, Stirling Council",Stirling,FK9 4TW,Any,ChargePlace Scotland,26,533.9,0,100.00%
Nov-22,53546,53546,"ChargePlace Scotland, Stirling Council",Stirling,FK9 4TW,Any,ChargePlace Scotland,31,524.86,0,100.00%
Nov-22,53547,53547,Stirling Council,Stirling,FK9 4TW,Any,ChargePlace Scotland,36,736.28,0,100.00%
Nov-22,53548,53548,"ChargePlace Scotland, Stirling Council",Stirling,FK9 4TW,Any,ChargePlace Scotland,17,292.03,0,100.00%
Nov-22,53549,53549,"ChargePlace Scotland, Stirling Council",Stirling,FK9 4TW,Any,ChargePlace Scotland,36,524.99,0,100.00%
Nov-22,53551,53551,"ChargePlace Scotland, Stirling Council",Stirling,FK9 4TW,Any,ChargePlace Scotland,30,575.59,0,100.00%
Nov-22,53565,53565,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,G73 1BH,Any,ChargePlace Scotland,24,304.65,0,100.00%
Nov-22,53566,53566,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,G73 1BH,Any,ChargePlace Scotland,22,291.73,0,100.00%
Nov-22,53581,53581,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,G68 9NE,Any,ChargePlace Scotland,186,3864.92,2,100.00%
Nov-22,53587,53587,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,G69 0DL,Any,ChargePlace Scotland,103,1765.47,1,100.00%
Nov-22,53588,53588,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,G69 0DL,Any,ChargePlace Scotland,93,1739.22,0,100.00%
Nov-22,53591,53591,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML5 1RX,Any,ChargePlace Scotland,136,1302.73,0,100.00%
Nov-22,53595,53595,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML6 9EY,Any,ChargePlace Scotland,27,480.99,1,100.00%
Nov-22,53596,53596,North Lanarkshire Council,North Lanarkshire,ML6 9EY,Any,ChargePlace Scotland,121,2259.28,0,100.00%
Nov-22,53602,53602,North Lanarkshire Council,North Lanarkshire,ML6 6AH,Any,ChargePlace Scotland,121,1792.36,0,100.00%
Nov-22,53609,53609,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G5 0NA,Any,ChargePlace Scotland,89,2176.48,0,100.00%
Nov-22,53649,53649,Northmavine Community Development Company,Shetland Islands,ZE2 9RT,Any,ChargePlace Scotland,18,306.33,0,100.00%
Nov-22,53697,53697,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,ML12 6TL,Any,ChargePlace Scotland,24,363.96,0,100.00%
Nov-22,53703,53703,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,G67 1AX,Any,ChargePlace Scotland,209,2878.18,1,100.00%
Nov-22,53752,53752,"ChargePlace Scotland, Dundee City Council, Dundee City Council 7kW Tariff",Dundee City,DD1 3HE,Any,ChargePlace Scotland,16,282.52,0,100.00%
Nov-22,53773,53773,"Ayrshire Roads Alliance, ChargePlace Scotland",South Ayrshire,ka26 9lx,Any,ChargePlace Scotland,287,6339.57,6,100.00%
Nov-22,53775,53775,"Ayrshire Roads Alliance, ChargePlace Scotland",East Ayrshire,KA3 3DN,Any,ChargePlace Scotland,197,6413.88,3,100.00%
Nov-22,53776,53776,"Ayrshire Roads Alliance, ChargePlace Scotland",East Ayrshire,KA3 5BD,Any,ChargePlace Scotland,145,4020.04,1,100.00%
Nov-22,53777,53777,"Ayrshire Roads Alliance, ChargePlace Scotland",South Ayrshire,KA9 2RN,Any,ChargePlace Scotland,143,3198.1,1,100.00%
Nov-22,53796,53796,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML7 5SF,Any,ChargePlace Scotland,0,0,1,100.00%
Nov-22,53800,53800,North Lanarkshire Council,North Lanarkshire,ML7 5SF,Any,ChargePlace Scotland,79,1067.69,0,100.00%
Nov-22,53811,53811,"Beechbrae, ChargePlace Scotland",West Lothian,EH48 3SW,Any,ChargePlace Scotland,0,0,0,100.00%
Nov-22,53812,53812,"ChargePlace Scotland, Kingdom Housing Association, Kingdom Housing Association 7kW Tariff",Fife,KY12 9FW,Any,ChargePlace Scotland,4,63.2,0,100.00%
Nov-22,53814,53814,"ChargePlace Scotland, Highland Council, Highland Council Destination Chargers",Highland,IV18 0GH,Any,ChargePlace Scotland,25,553.43,0,100.00%
Nov-22,53815,53815,"ChargePlace Scotland, Highland Council, Highland Council Journey Chargers",Highland,IV41 8PJ,Any,ChargePlace Scotland,31,672.26,1,100.00%
Nov-22,53818,53818,"Angus Council, ChargePlace Scotland",Angus,DD2 5QE,Any,ChargePlace Scotland,38,368.64,0,100.00%
Nov-22,53829,53829,"ChargePlace Scotland, Orkney Council Fast 7KW Tariff, Orkney Islands Council",Orkney Islands,KW15 1LG,Any,ChargePlace Scotland,22,407.4,2,100.00%
Nov-22,53840,53840,"ChargePlace Scotland, Fife Council, Fife Council 22kw Tariff",Fife,KY16 9BY,Any,ChargePlace Scotland,30,591,0,100.00%
Nov-22,53841,53841,"ChargePlace Scotland, Fife Council, Fife Council 7kw Tariff",Fife,KY16 9BY,Any,ChargePlace Scotland,32,473.85,0,100.00%
Nov-22,53853,53853,"Aberdeenshire Council, Aberdeenshire Council 7kW Tariff, ChargePlace Scotland",Aberdeenshire,AB39 2DQ,Any,ChargePlace Scotland,62,1571.71,3,100.00%
Nov-22,53894,53894,"ChargePlace Scotland, University of Dundee",Dundee City,DD1 4HD,Any,ChargePlace Scotland,85,1029.13,0,100.00%
Nov-22,53895,53895,"ChargePlace Scotland, University of Dundee",Dundee City,DD1 4HD,Any,ChargePlace Scotland,81,1197.66,1,100.00%
Nov-22,53897,53897,"ChargePlace Scotland, University of Dundee",Dundee City,DD1 4HD,Any,ChargePlace Scotland,51,829.9,9,100.00%
Nov-22,53900,53900,"ChargePlace Scotland, South Lanarkshire Council Public",Dumfries and Galloway,ML11 7DG,Any,ChargePlace Scotland,45,603.53,1,100.00%
Nov-22,53903,53903,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,G72 9JT,Any,ChargePlace Scotland,10,224.95,3,100.00%
Nov-22,53904,53904,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,G72 9JT,Any,ChargePlace Scotland,12,309.33,1,100.00%
Nov-22,53935,53935,"ChargePlace Scotland, Highland Council, Highland Council Destination Chargers",Highland,IV17 0UL,Any,ChargePlace Scotland,25,248.77,0,100.00%
Nov-22,53937,53937,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,G33 6DP,Any,ChargePlace Scotland,180,3787.01,0,100.00%
Nov-22,53939,53939,North Lanarkshire Council,North Lanarkshire,G33 6DP,Any,ChargePlace Scotland,166,2595.48,3,100.00%
Nov-22,53962,53962,"ChargePlace Scotland, NHS Forth Valley",Falkirk,FK1 5SU,Any,ChargePlace Scotland,182,4293.69,0,100.00%
