Month,Com-ID,Display ID,Owner,Local authority area,Postcode,Allowed vehicle type,Domain,Number of sessions,Power drawn (kWh),Number of Tickets,Uptime
Feb-23,51889,51889,"ChargePlace Scotland, University of Edinburgh",City of Edinburgh,EH16 5AY,Any,ChargePlace Scotland,156,1358.43,2,100.00%
Feb-23,51890,51890,"ChargePlace Scotland, University of Edinburgh",City of Edinburgh,EH16 5AY,Any,ChargePlace Scotland,148,3208.74,1,100.00%
Feb-23,51892,51892,"ChargePlace Scotland, University of Edinburgh",City of Edinburgh,EH16 5AY,Any,ChargePlace Scotland,211,3741.57,1,100.00%
Feb-23,51894,51894,"ChargePlace Scotland, University of Edinburgh",City of Edinburgh,EH16 5AY,Any,ChargePlace Scotland,140,3251.12,0,100.00%
Feb-23,51895,51895,"ChargePlace Scotland, University of Edinburgh",City of Edinburgh,EH16 5AY,Any,ChargePlace Scotland,166,3288.44,1,100.00%
Feb-23,51898,51898,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G71 7RU,Any,ChargePlace Scotland,149,3970.95,0,100.00%
Feb-23,51911,51911,Highlands and Islands Enterprise,Moray,IV36 2AB,Any,ChargePlace Scotland,1,8.25,2,100.00%
Feb-23,51912,51912,"Altens Lorry Park, Altens Lorry Park 22kW Tariff, ChargePlace Scotland",Aberdeen City,AB12 3LE,Any,ChargePlace Scotland,10,65.28,0,100.00%
Feb-23,51920,51920,"ChargePlace Scotland, Cothrom ReStore, Cothrom ReStore 50kW Tariff",Na h-Eileanan an Iar,HS8 5SB,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,51921,51921,"ChargePlace Scotland, Aberdeenshire Council, Aberdeenshire Council 22kW Tariff",Aberdeenshire,AB33 8AE,Any,ChargePlace Scotland,15,343.23,0,100.00%
Feb-23,51924,51924,Blackaddie House Hotel,Dumfries and Galloway,DG4 6JJ,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,51926,51926,"Angus Council, ChargePlace Scotland",Angus,DD8 3HT,Any,ChargePlace Scotland,41,561.29,1,100.00%
Feb-23,51928,51928,"Angus Council, ChargePlace Scotland",Angus,DD11 1AS,Any,ChargePlace Scotland,55,889.91,0,100.00%
Feb-23,51931,51931,"Angus Council, ChargePlace Scotland",Angus,DD9 6EQ,Any,ChargePlace Scotland,49,1198.48,1,100.00%
Feb-23,51938,51938,"ChargePlace Scotland, Dundee City Council, Dundee City Council 7kW Tariff",Dundee City,DD1 4BX,Any,ChargePlace Scotland,16,251.23,0,100.00%
Feb-23,51949,51949,"ChargePlace Scotland, Fife Council, Fife Council 7kw Tariff",Fife,KY16 0AA,Any,ChargePlace Scotland,11,276.58,1,100.00%
Feb-23,51952,51952,"Aberdeenshire Council, Aberdeenshire Council 22kW Tariff, ChargePlace Scotland",Aberdeenshire,AB31 5BL,Any,ChargePlace Scotland,90,1775.35,2,100.00%
Feb-23,51954,51954,"ChargePlace Scotland, Cologin and The Barn Bar",Argyll and Bute,PA34 4SE,Any,ChargePlace Scotland,1,4.97,1,100.00%
Feb-23,51955,51955,"ChargePlace Scotland, Scottish Natural Heritage",Highland,IV3 8NW,Any,ChargePlace Scotland,128,3128.34,1,100.00%
Feb-23,1712508020/B94060093,51961,"ChargePlace Scotland, Inverness Thistle & Caledonian FC Limited",Highland,IV1 1FF,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,51962,51962,"ChargePlace Scotland, Webhelp UK",Argyll and Bute,PA23 8RP,Any,ChargePlace Scotland,28,366.62,0,100.00%
Feb-23,51964,51964,"ChargePlace Scotland, Ore Valley",Fife,KY5 9AF,Any,ChargePlace Scotland,0,0,1,100.00%
Feb-23,51966,51966,"ChargePlace Scotland, Webhelp UK",Argyll and Bute,PA20 0DY,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,51967,51967,"Buccleuch Recreational Enterprises Ltd, ChargePlace Scotland",Dumfries and Galloway,DG3 4AQ,Any,ChargePlace Scotland,60,1263.83,0,100.00%
Feb-23,51968,51968,"ChargePlace Scotland, Royal Botanic Gardens Edinburgh",City of Edinburgh,EH45 9JU,Any,ChargePlace Scotland,42,518.6,0,100.00%
Feb-23,51969,51969,"ChargePlace Scotland, Royal Botanic Gardens Edinburgh",City of Edinburgh,EH45 9JU,Any,ChargePlace Scotland,5,129.81,0,100.00%
Feb-23,11266,51973,"ChargePlace Scotland, East Renfrewshire Council, BP - ChargePlace Scotland",East Renfrewshire,G78 3NN,Any,ChargePlace Scotland,217,3888.38,1,100.00%
Feb-23,51987,51987,"ChargePlace Scotland, Fife Council, Fife Council 7kw Tariff",Fife,KY11 7EJ,Any,ChargePlace Scotland,38,1061.75,0,100.00%
Feb-23,51989,51989,"ChargePlace Scotland, Fife Council, Fife Council 7kw Tariff",Fife,KY11 7EJ,Any,ChargePlace Scotland,29,619.59,0,100.00%
Feb-23,51990,51990,"ChargePlace Scotland, Fife Council, Fife Council 7kw Tariff",Fife,KY11 7EJ,Any,ChargePlace Scotland,32,928.71,0,100.00%
Feb-23,51994,51994,"ChargePlace Scotland, Dundee City Council, Dundee City Council 22kW Tariff",Dundee City,DD5 2HD,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,51995,51995,"ChargePlace Scotland, McLaren Leisure",Stirling,FK17 8JP,Any,ChargePlace Scotland,50,549.88,0,100.00%
Feb-23,51996,51996,McLaren Leisure,Stirling,FK17 8JP,Any,ChargePlace Scotland,75,867.67,0,100.00%
Feb-23,52004,52004,"ChargePlace Scotland, SEPA (Public)",Dumfries and Galloway,DG2 0JE,Any,ChargePlace Scotland,5,58.25,0,100.00%
Feb-23,52005,52005,"ChargePlace Scotland, SEPA (Public)",Moray,IV30 6AF,Any,ChargePlace Scotland,1,10.34,0,100.00%
Feb-23,52008,52008,"ChargePlace Scotland, SEPA (Public)",Highland,PH33 6TL,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,52021,52021,"Ayrshire Roads Alliance, ChargePlace Scotland",East Ayrshire,KA1 1GB,Any,ChargePlace Scotland,99,1070,2,100.00%
Feb-23,52026,52026,"Ayrshire Roads Alliance, ChargePlace Scotland, East Ayrshire Council",East Ayrshire,KA1 1RJ,Any,ChargePlace Scotland,106,1569.07,0,100.00%
Feb-23,52030,52030,"Ayrshire Roads Alliance, ChargePlace Scotland, East Ayrshire Council",South Ayrshire,KA7 1UW,Any,ChargePlace Scotland,149,2977.6,4,100.00%
Feb-23,52035,52035,"Ayrshire Roads Alliance, ChargePlace Scotland, East Ayrshire Council",East Ayrshire,KA3 7BU,Any,ChargePlace Scotland,91,2082.31,1,100.00%
Feb-23,52036,52036,"Ayrshire Roads Alliance, ChargePlace Scotland, East Ayrshire Council",East Ayrshire,KA3 7BU,Any,ChargePlace Scotland,117,2421.61,0,100.00%
Feb-23,52037,52037,"Ayrshire Roads Alliance, ChargePlace Scotland, East Ayrshire Council",South Ayrshire,KA3 7BU,Any,ChargePlace Scotland,118,2678.7,0,100.00%
Feb-23,52038,52038,"Ayrshire Roads Alliance, ChargePlace Scotland, East Ayrshire Council",East Ayrshire,KA26 9NR,Any,ChargePlace Scotland,103,1513.82,0,100.00%
Feb-23,52040,52040,"Ayrshire Roads Alliance, ChargePlace Scotland",East Ayrshire,KA18 1LY,Any,ChargePlace Scotland,76,1536.11,0,100.00%
Feb-23,52041,52041,"Ayrshire Roads Alliance, ChargePlace Scotland",East Ayrshire,KA18 1LY,Any,ChargePlace Scotland,76,1205.34,1,100.00%
Feb-23,52050,52050,"ChargePlace Scotland, Falkirk Council, Falkirk Council 7kw Dual Outlet",Falkirk,FK1 1HU,Any,ChargePlace Scotland,31,394.09,0,100.00%
Feb-23,52052,52052,"ChargePlace Scotland, Falkirk Council, Falkirk Council 22kw Tariff",Falkirk,FK3 8JB,Any,ChargePlace Scotland,66,896.73,0,100.00%
Feb-23,52053,52053,"ChargePlace Scotland, Falkirk Council, Falkirk Council 22kw Tariff",Falkirk,FK5 3BF,Any,ChargePlace Scotland,60,920.51,2,100.00%
Feb-23,52054,52054,"ChargePlace Scotland, Falkirk Council, Falkirk Council 7kw Dual Outlet",Falkirk,FK2 9PX,Any,ChargePlace Scotland,24,562.59,0,100.00%
Feb-23,52056,52056,"ChargePlace Scotland, Falkirk Council, Falkirk Council 22kw Tariff",Falkirk,FK1 1HZ,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,52059,52059,"ChargePlace Scotland, Falkirk Council, Falkirk Council 22kw Tariff",Falkirk,EH51 9AQ,Any,ChargePlace Scotland,51,739.75,0,100.00%
Feb-23,52061,52061,"ChargePlace Scotland, Falkirk Council, Falkirk Council 7kw Dual Outlet",Falkirk,FK1 4HJ,Any,ChargePlace Scotland,43,660.43,3,100.00%
Feb-23,52062,52062,"ChargePlace Scotland, Falkirk Council, Falkirk Council 22kw Tariff",Falkirk,FK6 6FA,Any,ChargePlace Scotland,79,1769.04,2,100.00%
Feb-23,52079,52079,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G40 2AL,Any,ChargePlace Scotland,126,2236.38,0,100.00%
Feb-23,52087,52087,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G12 9JD,Any,ChargePlace Scotland,103,2652.55,1,100.00%
Feb-23,52090,52090,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G41 3YR,Any,ChargePlace Scotland,174,2606.25,3,100.00%
Feb-23,52091,52091,"ChargePlace Scotland, Wheatley Group",Glasgow City,G32 9HH,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,52099,52099,RCA Garages,West Lothian,EH47 8BS,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,T54-IT1-1319-117,52112,"ChargePlace Scotland, Inverness Thistle & Caledonian FC Limited",Highland,IV1 1FF,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,4781,52115,"ChargePlace Scotland, ScotRail, BP - ChargePlace Scotland",Aberdeen City,AB11 6LX,Any,ChargePlace Scotland,125,2187.17,0,100.00%
Feb-23,52117,52117,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G5 8DU,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,52119,52119,"Argyll College UHI Ltd, Argyll College UHI Ltd 22kW Tariff, ChargePlace Scotland",Argyll and Bute,PA28 6HA,Any,ChargePlace Scotland,14,301.84,0,100.00%
Feb-23,52123,52123,"ChargePlace Scotland, Comhairle Nan Eilean Siar, Comhairle Nan Eilean Siar 22kW Tariff",Na h-Eileanan an Iar,HS8 5SS,Any,ChargePlace Scotland,7,110.65,0,100.00%
Feb-23,52126,52126,"ChargePlace Scotland, Dundee City Council, Dundee City Council 7kW Tariff",Dundee City,DD1 4BX,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,52127,52127,"ChargePlace Scotland, Dundee City Council, Dundee City Council 7kW Tariff",Dundee City,DD1 4BX,Any,ChargePlace Scotland,2,75.71,0,100.00%
Feb-23,2594,52128,"AV Department Ltd 7kW Tariff, AV Dept, ChargePlace Scotland, BP - ChargePlace Scotland",Fife,KY11 9JF,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,52160,52160,"ChargePlace Scotland, Dundee City Council, Dundee City Council 22kW Tariff",Dundee City,DD4 8ES,Any,ChargePlace Scotland,14,246.31,0,100.00%
Feb-23,4780,52161,"ChargePlace Scotland, ScotRail, BP - ChargePlace Scotland",North Ayrshire,KA24 4DE,Any,ChargePlace Scotland,110,1741.61,0,100.00%
Feb-23,52162,52162,"Beam Suntory, ChargePlace Scotland",Argyll and Bute,PA43 7JS,Any,ChargePlace Scotland,12,87.28,0,100.00%
Feb-23,52166,52166,"ChargePlace Scotland, Linstone Housing Association",Renfrewshire,PA5 8PR,Any,ChargePlace Scotland,34,840.61,0,100.00%
Feb-23,52167,52167,"ChargePlace Scotland, Linstone Housing Association",Renfrewshire,PA3 3JX,Any,ChargePlace Scotland,136,3225.26,0,100.00%
Feb-23,12186,52169,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G66 7JJ,Any,ChargePlace Scotland,205,4319.17,2,100.00%
Feb-23,12181,52170,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G64 1NE,Any,ChargePlace Scotland,223,3775.84,3,100.00%
Feb-23,52172,52172,"ChargePlace Scotland, Lerwick Port Authority, Shetland Council",Shetland Islands,ZE1 0LL,Any,ChargePlace Scotland,36,813.5,0,100.00%
Feb-23,52173,52173,"ChargePlace Scotland, Lerwick Port Authority",Shetland Islands,ZE1 0PX,Any,ChargePlace Scotland,103,1731.09,0,100.00%
Feb-23,52174,52174,"ChargePlace Scotland, Lerwick Port Authority, Shetland Council",Shetland Islands,ZE1 0LL,Any,ChargePlace Scotland,56,762.4,1,100.00%
Feb-23,11762,52176,"ChargePlace Scotland, North Ayrshire Council, BP - ChargePlace Scotland",North Ayrshire,KA22 8DU,Any,ChargePlace Scotland,79,1396.56,2,100.00%
Feb-23,12492,52177,"ChargePlace Scotland, ScotRail, BP - ChargePlace Scotland",Argyll and Bute,PA34 4LW,Any,ChargePlace Scotland,21,482.04,0,100.00%
Feb-23,52181,52181,"ChargePlace Scotland, Clackmannanshire Council",Clackmannanshire,FK13 6JP,Any,ChargePlace Scotland,83,1747.84,0,100.00%
Feb-23,52191,52191,"ChargePlace Scotland, Strathdearn Community Developments, Strathdearn Community Developments 22 kW Tariff",Highland,IV13 7YW,Any,ChargePlace Scotland,7,83.12,0,100.00%
Feb-23,13447,52192,"Bankhead Farm Guest House, Bankhead Farm Guest House 7kW Tariff, ChargePlace Scotland, BP - ChargePlace Scotland",West Lothian,EH52 6NB,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,13587,52193,"ChargePlace Scotland, Scottish Water",Scottish Borders,TD1 3HJ,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,52196,52196,"ChargePlace Scotland, Nevis Range, Nevis Range 7KW Tariff",Highland,PH33 6SQ,Any,ChargePlace Scotland,10,104.52,1,100.00%
Feb-23,52197,52197,"ChargePlace Scotland, Nevis Range, Nevis Range 7KW Tariff",Highland,PH33 6SQ,Any,ChargePlace Scotland,3,14.94,0,100.00%
Feb-23,52198,52198,"ChargePlace Scotland, Glendoick garden centre 22kw Tariff, Glendoick Gardens",Perth and Kinross,PH2 7NS,Any,ChargePlace Scotland,22,156.48,0,100.00%
Feb-23,52200,52200,"Aberdeenshire Council, Aberdeenshire Council 22kW Tariff, ChargePlace Scotland",Aberdeenshire,AB21 0WB,Any,ChargePlace Scotland,6,88.93,1,100.00%
Feb-23,52201,52201,"Aberdeenshire Council, Aberdeenshire Council 22kW Tariff, ChargePlace Scotland",Aberdeenshire,AB21 0WB,Any,ChargePlace Scotland,20,532.41,0,100.00%
Feb-23,52207,52207,"Aberdeenshire Council, Aberdeenshire Council 22kW Tariff, ChargePlace Scotland",Aberdeenshire,AB53 4EJ,Any,ChargePlace Scotland,50,946.75,0,100.00%
Feb-23,52208,52208,"Aberdeenshire Council, Aberdeenshire Council 50kW Tariff, ChargePlace Scotland",Aberdeenshire,AB53 4FB,Any,ChargePlace Scotland,104,1603.39,3,100.00%
Feb-23,52210,52210,"ChargePlace Scotland, Nevis Range, Nevis Range 7KW Tariff",Highland,PH33 6SQ,Any,ChargePlace Scotland,6,69.24,1,100.00%
Feb-23,52211,52211,"ChargePlace Scotland, Nevis Range, Nevis Range 7KW Tariff",Highland,PH33 6SQ,Any,ChargePlace Scotland,10,219.53,0,100.00%
Feb-23,11763,52212,"ChargePlace Scotland, North Ayrshire Council, BP - ChargePlace Scotland",North Ayrshire,KA15 2DR,Any,ChargePlace Scotland,39,645.52,1,100.00%
Feb-23,11764,52213,"ChargePlace Scotland, North Ayrshire Council, BP - ChargePlace Scotland",North Ayrshire,KA12 8PS,Any,ChargePlace Scotland,67,1161.55,3,100.00%
Feb-23,52223,52223,"ChargePlace Scotland, Fife Council, Fife Council 7kw Tariff",Fife,KY15 7BX,Any,ChargePlace Scotland,27,941.18,0,100.00%
Feb-23,52224,52224,"ChargePlace Scotland, Fife Council, Fife Council 7kw Tariff",Fife,KY11 1LN,Any,ChargePlace Scotland,48,927.73,1,100.00%
Feb-23,52226,52226,"ChargePlace Scotland, Fife Council, Fife Council 22kw Tariff",Fife,KY10 3JA,Any,ChargePlace Scotland,81,1491.89,0,100.00%
Feb-23,52227,52227,"ChargePlace Scotland, Fife Council, Fife Council 22kw Tariff",Fife,DD6 9BG,Any,ChargePlace Scotland,28,710.94,1,100.00%
Feb-23,52237,52237,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA19 1QR,Any,ChargePlace Scotland,15,264.03,1,100.00%
Feb-23,52239,52239,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G5 9XT,Any,ChargePlace Scotland,124,3057.43,1,100.00%
Feb-23,52241,52241,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G5 0NA,Any,ChargePlace Scotland,89,2170.05,0,100.00%
Feb-23,52244,52244,"ChargePlace Scotland, Orkney Housing Association",Orkney Islands,KW15 1BX,Any,ChargePlace Scotland,1,8.6,0,100.00%
Feb-23,11765,52246,"ChargePlace Scotland, North Ayrshire Council, BP - ChargePlace Scotland",North Ayrshire,KA12 8EE,Any,ChargePlace Scotland,59,593.46,1,100.00%
Feb-23,52254,52254,"ChargePlace Scotland, Stirling Council",Stirling,FK8 1QZ,Any,ChargePlace Scotland,103,2216.67,0,100.00%
Feb-23,52255,52255,"ChargePlace Scotland, Stirling Council",Stirling,FK8 1QZ,Any,ChargePlace Scotland,78,1657.65,0,100.00%
Feb-23,52256,52256,"ChargePlace Scotland, Stirling Council",Stirling,FK8 1QZ,Any,ChargePlace Scotland,94,2104.48,0,100.00%
Feb-23,52267,52267,"ChargePlace Scotland, Stirling Council",Stirling,FK18 8NA,Any,ChargePlace Scotland,32,812.74,0,100.00%
Feb-23,52272,52272,"ChargePlace Scotland, University of Edinburgh",Midlothian,EH25 9RG,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,52273,52273,"ChargePlace Scotland, University of Edinburgh",City of Edinburgh,EH25 9RG,Any,ChargePlace Scotland,95,1758.39,1,100.00%
Feb-23,52274,52274,"ChargePlace Scotland, University of Edinburgh",City of Edinburgh,EH25 9RG,Any,ChargePlace Scotland,94,1792.37,2,100.00%
Feb-23,52276,52276,"ChargePlace Scotland, Dundee City Council, Dundee City Council 7kW Tariff",Dundee City,DD2 4TF,Any,ChargePlace Scotland,13,78.94,1,100.00%
Feb-23,52277,52277,"ChargePlace Scotland, Dundee City Council, Dundee City Council 7kW Tariff",Dundee City,DD2 4TF,Any,ChargePlace Scotland,27,208.57,0,100.00%
Feb-23,52300,52300,"ChargePlace Scotland, Highland Council, Highland Council Destination Chargers",Highland,PH33 7NE,Any,ChargePlace Scotland,25,572.98,0,100.00%
Feb-23,52302,52302,"Argyll & Bute Council, Argyll & Bute Council 22kW Tariff, ChargePlace Scotland",Argyll and Bute,PA64 6WZ,Any,ChargePlace Scotland,11,41.25,2,100.00%
Feb-23,52304,52304,"Argyll & Bute Council, Argyll & Bute Council 22kW Tariff, ChargePlace Scotland",Argyll and Bute,PA43 7JP,Any,ChargePlace Scotland,15,64.76,0,100.00%
Feb-23,52309,52309,"Argyll & Bute Council, Argyll & Bute Council 22kW Tariff, ChargePlace Scotland",Argyll and Bute,PA29 6TY,Any,ChargePlace Scotland,27,372.05,0,100.00%
Feb-23,52319,52319,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,ML3 0BS,Any,ChargePlace Scotland,74,1687.82,1,100.00%
Feb-23,52320,52320,South Lanarkshire Council Public,South Lanarkshire,ML3 0BS,Any,ChargePlace Scotland,70,1401.84,0,100.00%
Feb-23,52326,52326,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,ML8 5PS,Any,ChargePlace Scotland,25,584.01,0,100.00%
Feb-23,52327,52327,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,ML3 7UD,Any,ChargePlace Scotland,50,1450.16,0,100.00%
Feb-23,52328,52328,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,ML3 7UD,Any,ChargePlace Scotland,37,1024.44,0,100.00%
Feb-23,52330,52330,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,G74 1AB,Any,ChargePlace Scotland,86,1529.68,1,100.00%
Feb-23,52336,52336,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,G71 8RN,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,52337,52337,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,G73 1BZ,Any,ChargePlace Scotland,7,56.31,0,100.00%
Feb-23,52338,52338,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,G73 1BZ,Any,ChargePlace Scotland,35,412.05,2,100.00%
Feb-23,52340,52340,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,ML8 4DF,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,52343,52343,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,G72 7TD,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,52344,52344,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,G72 7TD,Any,ChargePlace Scotland,114,2918.53,0,100.00%
Feb-23,52345,52345,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,ML9 1EP,Any,ChargePlace Scotland,14,235.57,0,100.00%
Feb-23,52346,52346,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,G75 0QZ,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,52347,52347,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,G74 4HG,Any,ChargePlace Scotland,58,929.63,1,100.00%
Feb-23,52348,52348,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,ML3 7DT,Any,ChargePlace Scotland,34,885.18,1,100.00%
Feb-23,52349,52349,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,ML3 7DT,Any,ChargePlace Scotland,45,1044.6,0,100.00%
Feb-23,52351,52351,South Lanarkshire Council Public,South Lanarkshire,ML3 7DT,Any,ChargePlace Scotland,42,576.52,1,100.00%
Feb-23,52352,52352,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,ML3 7DT,Any,ChargePlace Scotland,38,625.34,0,100.00%
Feb-23,52353,52353,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,ML3 7DT,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,12182,52366,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G64 4EH,Any,ChargePlace Scotland,175,3443.64,1,100.00%
Feb-23,12185,52367,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G66 1QA,Any,ChargePlace Scotland,253,3809.15,1,100.00%
Feb-23,12184,52368,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G65 8BQ,Any,ChargePlace Scotland,187,4210.42,0,100.00%
Feb-23,52369,52369,"ChargePlace Scotland, Clydebank Housing Association",West Dunbartonshire,G81 1QJ,Any,ChargePlace Scotland,70,1637.65,0,100.00%
Feb-23,12189,52370,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G65 9TA,Any,ChargePlace Scotland,179,3340.13,3,100.00%
Feb-23,52387,52387,"Angus Housing Association Ltd, Angus Housing Association Ltd 7kW Tariff, ChargePlace Scotland",Dundee City,DD4 8FA,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,52391,52391,"Angus Council, ChargePlace Scotland",Angus,DD11 4XB,Any,ChargePlace Scotland,6,57.84,0,100.00%
Feb-23,52399,52399,"ChargePlace Scotland, Dundee City Council, Dundee City Council 7kW Tariff",Dundee City,DD2 4BH,Any,ChargePlace Scotland,97,1801.53,0,100.00%
Feb-23,52410,52410,"ChargePlace Scotland, Orkney Council Fast 22KW Tariff, Orkney Islands Council",Orkney Islands,KW15 1BX,Any,ChargePlace Scotland,43,691.86,0,100.00%
Feb-23,52411,52411,"ChargePlace Scotland, Orkney Council Fast 7KW Tariff, Orkney Islands Council",Orkney Islands,KW15 1BB,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,52412,52412,"ChargePlace Scotland, Orkney Council Fast 7KW Tariff, Orkney Islands Council",Orkney Islands,KW17 2RR,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,52413,52413,"ChargePlace Scotland, Orkney Council Fast 7KW Tariff, Orkney Islands Council",Orkney Islands,KW17 2JA,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,52414,52414,"ChargePlace Scotland, Orkney Council Fast 22KW Tariff, Orkney Islands Council",Orkney Islands,KW16 3BW,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,52416,52416,"ChargePlace Scotland, Orkney Council Fast 7KW Tariff, Orkney Islands Council",Orkney Islands,KW16 3AW,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,12657,52426,"ChargePlace Scotland, ScotRail, BP - ChargePlace Scotland",North Lanarkshire,G33 6NQ,Any,ChargePlace Scotland,165,3143.54,1,100.00%
Feb-23,12659,52428,"ChargePlace Scotland, ScotRail, BP - ChargePlace Scotland",North Lanarkshire,G33 6NQ,Any,ChargePlace Scotland,142,2809.64,2,100.00%
Feb-23,12660,52429,"ChargePlace Scotland, ScotRail, BP - ChargePlace Scotland",North Lanarkshire,G33 6NQ,Any,ChargePlace Scotland,151,2861.61,0,100.00%
Feb-23,12190,52433,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G66 1XQ,Any,ChargePlace Scotland,226,0,2,100.00%
Feb-23,12191,52434,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G66 1XQ,Any,ChargePlace Scotland,286,4555.93,4,100.00%
Feb-23,12788,52437,"ChargePlace Scotland, North Ayrshire Council, BP - ChargePlace Scotland",North Ayrshire,KA20 3HU,Any,ChargePlace Scotland,63,705.56,1,100.00%
Feb-23,52441,52441,"ChargePlace Scotland, East Lothian Council, East Lothian Council 22kW Tariff",East Lothian,EH41 4LN,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,52442,52442,"ChargePlace Scotland, East Lothian Council, East Lothian Council 22kW Tariff",East Lothian,EH41 4QP,Any,ChargePlace Scotland,22,646.38,3,100.00%
Feb-23,52444,52444,"ChargePlace Scotland, East Lothian Council, East Lothian Council 7kW Tariff",East Lothian,EH41 3HA,Any,ChargePlace Scotland,46,809.25,1,100.00%
Feb-23,52445,52445,"ChargePlace Scotland, East Lothian Council, East Lothian Council 7kW Tariff",East Lothian,EH41 3LZ,Any,ChargePlace Scotland,33,755.3,0,100.00%
Feb-23,52446,52446,"ChargePlace Scotland, East Lothian Council, East Lothian Council 7kW Tariff",East Lothian,EH41 4LY,Any,ChargePlace Scotland,2,82.34,1,100.00%
Feb-23,52447,52447,"ChargePlace Scotland, East Lothian Council, East Lothian Council 7kW Tariff",East Lothian,EH41 4LY,Any,ChargePlace Scotland,1,8.21,0,100.00%
Feb-23,52448,52448,"ChargePlace Scotland, East Lothian Council, East Lothian Council 7kW Tariff",East Lothian,EH41 4LY,Any,ChargePlace Scotland,3,49.37,0,100.00%
Feb-23,52452,52452,"ChargePlace Scotland, East Lothian Council, East Lothian Council 22kW Tariff",East Lothian,EH34 5DN,Any,ChargePlace Scotland,54,1407.92,0,100.00%
Feb-23,52453,52453,"ChargePlace Scotland, East Lothian Council, East Lothian Council 22kW Tariff",East Lothian,EH32 9SH,Any,ChargePlace Scotland,22,438.82,0,100.00%
